FIPS,EIAcode,2016,2017,2018,2019,2020,2021,2022,2023
p01001,SOCO,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
p01003,SOCO,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
p01005,SOCO,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
p01007,SOCO,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
p01009,SOCO,0.9974473297586175,0.9974813596026156,0.9974346112813265,0.9974815058100945,0.9974605144580674,0.9974139060136812,0.9974110401346201,0.9974118217153662
p01009,TVA,0.0025526702413824435,0.0025186403973844252,0.002565388718673572,0.002518494189905404,0.0025394855419326313,0.0025860939863188207,0.00258895986537989,0.0025881782846337723
p01011,SOCO,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
p01013,SOCO,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
p01015,SOCO,0.9677872647611718,0.9682040909241225,0.9676315629737201,0.9682058825096069,0.9679487228325012,0.9673781841780413,0.9673431228740766,0.9673526845389115
p01015,TVA,0.0322127352388282,0.03179590907587751,0.032368437026279874,0.031794117490393105,0.03205127716749883,0.032621815821958736,0.032656877125923335,0.03264731546108852
p01017,SOCO,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
p01019,SOCO,0.4715585310184436,0.4749125925883038,0.47031704002228913,0.4749271055861832,0.4728524358302064,0.46830978992425665,0.4680333028682989,0.4681086740208523
p01019,TVA,0.5284414689815564,0.5250874074116961,0.5296829599777108,0.5250728944138169,0.5271475641697936,0.5316902100757432,0.5319666971317012,0.5318913259791477
p01021,SOCO,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
p01023,8910,3.46083608489232e-05,3.512963578688105e-05,3.559583379991295e-05,3.576572993681604e-05,3.6465421666389384e-05,3.7046822949280225e-05,3.768107357618263e-05,3.980595517374397e-05
p01023,SOCO,0.9999653916391511,0.999964870364213,0.9999644041662001,0.9999642342700632,0.9999635345783336,0.9999629531770506,0.9999623189264238,0.9999601940448262
p01025,SOCO,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
p01027,SOCO,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
p01029,SOCO,0.9999998736908661,0.9999998753789544,0.9999998730599223,0.9999998753862069,0.9999998743449214,0.9999998720327319,0.9999998718905521,0.9999998719293273
p01029,TVA,1.2630913387282296e-07,1.2462104558335108e-07,1.2694007766411257e-07,1.2461379304709868e-07,1.2565507851335757e-07,1.2796726806767326e-07,1.2810944797499094e-07,1.280706726785169e-07
p01031,SOCO,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
p01033,SOCO,3.863091545818119e-06,3.91541990544169e-06,3.843890481743961e-06,3.9156477824403785e-06,3.883199497419408e-06,3.813035772406193e-06,3.8088039605783323e-06,3.809957128246864e-06
p01033,TVA,0.9999961369084541,0.9999960845800946,0.9999961561095183,0.9999960843522175,0.9999961168005026,0.9999961869642275,0.9999961911960394,0.9999961900428717
p01035,SOCO,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
p01037,SOCO,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
p01039,SOCO,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
p01041,SOCO,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
p01043,SOCO,0.3128625426378512,0.31576231815924877,0.31179234241417353,0.3157748924400721,0.3139797274884533,0.3100656087794146,0.30982810638603564,0.3098928419352526
p01043,TVA,0.6871374573621487,0.6842376818407512,0.6882076575858265,0.6842251075599278,0.6860202725115466,0.6899343912205854,0.6901718936139644,0.6901071580647474
p01045,SOCO,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
p01047,SOCO,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
p01049,SOCO,8.325397156302136e-05,8.438161587496602e-05,8.284019970640254e-05,8.438652648033756e-05,8.368728597275195e-05,8.217529783158304e-05,8.208410456781469e-05,8.210895471103863e-05
p01049,TVA,0.999916746028437,0.999915618384125,0.9999171598002937,0.9999156134735196,0.9999163127140273,0.9999178247021685,0.9999179158954321,0.9999178910452889
p01051,SOCO,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
p01053,SOCO,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
p01055,SOCO,0.9875876031835744,0.9877514597256528,0.9875263737384923,0.9877521638200624,0.9876510834881683,0.9874267070918844,0.9874129131872366,0.9874166750219309
p01055,TVA,0.012412396816425565,0.01224854027434714,0.012473626261507683,0.012247836179937669,0.012348916511831747,0.012573292908115574,0.012587086812763527,0.012583324978069022
p01057,SOCO,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
p01059,SOCO,0.5411993432239409,0.544538316393828,0.5399618492974816,0.5445527505159341,0.5424881686878475,0.5379592434846837,0.5376832199243182,0.5377584689599064
p01059,TVA,0.4588006567760591,0.455461683606172,0.4600381507025184,0.45544724948406584,0.45751183131215245,0.46204075651531634,0.4623167800756819,0.4622415310400935
p01061,SOCO,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
p01063,SOCO,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
p01065,SOCO,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
