Year,Month,Event Date and Time,Restoration Date and Time,Duration,Utility/Power Pool,NERC Region,Area Affected,Type of Disturbance,Loss (megawatts),Number of Customers Affected,ba_codes,eia_codes,timezone_shift,start_time,end_time
2020,11,11/15/2020 11:05 PM,11/16/2020  5:00 AM,"5 Hours, 55 Minutes",ISO New England,NPCC,Connecticut: Massachusetts: Maine: New Hampshire: Rhode Island: Vermont:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,62408,['ISNE'],"['4003', '4006', '4005', '4002', '4007', '4001', '4008']",5.0,2020-11-16 05:00:00,2020-11-16 11:00:00
2020,11,11/30/2020  2:33 PM,11/30/2020  5:20 PM,"2 Hours, 47 Minutes",El Paso Electric,TRE,Texas: El Paso County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0,0,['EPE'],['EPE'],7.0,2020-11-30 22:00:00,2020-12-01 01:00:00
2020,11,11/30/2020  4:24 PM,12/01/2020  2:25 PM,"22 Hours,  1 Minutes",ISO New England,NPCC,Massachusetts: Maine: Connecticut: Rhode Island: Vermont: New Hampshire:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,116000,['ISNE'],"['4003', '4006', '4005', '4002', '4007', '4001', '4008']",5.0,2020-11-30 22:00:00,2020-12-01 20:00:00
2020,12,12/01/2020 12:32 PM,12/01/2020 10:50 PM,"10 Hours, 18 Minutes",Cleveland Electric Illum Co,RF,Ohio:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,170190,['PJM'],['ATSI'],5.0,2020-12-01 18:00:00,2020-12-02 04:00:00
2020,12,12/03/2020 12:44 AM,12/05/2020 11:03 AM,"58 Hours, 19 Minutes",San Diego Gas & Electric Co,WECC,California: San Diego County;,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",93,73000,['CISO'],['SDGE'],8.0,2020-12-03 09:00:00,2020-12-05 20:00:00
2020,12,12/03/2020  9:01 AM,12/03/2020  9:03 AM,"0 Hours,  2 Minutes",Public Service Company of Colorado,WECC,Colorado:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",89,0,['PSCO'],['PSCO'],7.0,2020-12-03 17:00:00,2020-12-03 17:00:00
2020,12,12/03/2020 10:57 AM,12/04/2020  3:02 PM,"28 Hours,  5 Minutes",Southern California Edison Co,WECC,"California: Kern County, Los Angeles County, Orange County, Riverside County, San Bernardino County, San Diego County, Tulare County, Ventura County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",132,51686,['CISO'],['SCE'],8.0,2020-12-03 19:00:00,2020-12-05 00:00:00
2020,12,12/07/2020  6:10 PM,12/08/2020  9:09 PM,"26 Hours, 59 Minutes",Southern California Edison Co,WECC,"California: Kern County, Los Angeles County, Orange County, Riverside County, San Bernardino County, Ventura County, Tulare County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",286,76234,['CISO'],['SCE'],8.0,2020-12-08 03:00:00,2020-12-09 06:00:00
2020,12,12/13/2020  6:47 AM,12/13/2020  7:36 AM,"0 Hours, 49 Minutes",Southern California Edison Co,WECC,California:,"Uncontrolled loss of 200 Megawatts or more of firm system loads for 15 minutes or more from a single incident for entities with previous year's peak demand less than or equal to 3,000 Megawatts.-System Operations",298,159239,['CISO'],['SCE'],8.0,2020-12-13 15:00:00,2020-12-13 16:00:00
2020,12,12/16/2020 11:20 PM,12/17/2020  7:20 AM,"8 Hours,  0 Minutes",American Electric Power - (SPP Reliability Region),MRO,Oklahoma:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",Unknown,Unknown,['SWPP'],['CSWS'],6.0,2020-12-17 06:00:00,2020-12-17 14:00:00
2020,12,12/17/2020  8:07 AM,12/17/2020  8:32 AM,"0 Hours, 25 Minutes",Pacific Gas & Electric Co,WECC,California:,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.-Severe Weather,35,17000,['CISO'],['PGAE'],8.0,2020-12-17 17:00:00,2020-12-17 17:00:00
2020,12,12/25/2020  7:55 AM,12/25/2020  4:45 PM,"8 Hours, 50 Minutes",ISO New England,NPCC,Connecticut: Maine: New Hampshire: Massachusetts: Rhode Island: Vermont:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,19000,['ISNE'],"['4003', '4006', '4005', '4002', '4007', '4001', '4008']",5.0,2020-12-25 13:00:00,2020-12-25 22:00:00
2021,1,01/02/2021 10:28 AM,01/02/2021 10:29 AM,"0 Hours,  1 Minutes",Pacific Gas & Electric Co,WECC,California: Butte County;,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.-System Operations,8,5803,['CISO'],['PGAE'],8.0,2021-01-02 19:00:00,2021-01-02 19:00:00
2021,1,01/04/2021 10:34 AM,01/04/2021 10:49 AM,"0 Hours, 15 Minutes",FirstEnergy Corp,RF,Pennsylvania:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",6,3825,['PJM'],"['AP', 'ATSI', 'ME', 'PN']",5.0,2021-01-04 16:00:00,2021-01-04 16:00:00
2021,1,01/10/2021 10:44 PM,01/13/2021  4:00 PM,"65 Hours, 16 Minutes",Oncor Electric Delivery Company LLC,TRE,"Texas: Anderson County, Angelina County, Dallas County, Freestone County, Henderson County, Houston County, Leon County, Nacogdoches County, Smith County, Tarrant County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,188000,['ERCO'],"['EAST', 'NCEN']",6.0,2021-01-11 05:00:00,2021-01-13 23:00:00
2021,1,01/11/2021  5:00 AM,01/11/2021  2:22 PM,"9 Hours, 22 Minutes",American Electric Power - (SPP Reliability Region),SERC,Louisiana: Texas:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather/Distribution Interruption",Unknown,58000,"['ERCO', 'SWPP']","['NRTH', 'SCEN', 'SOUT', 'COAS', 'FWES', 'WEST', 'NCEN', 'CSWS']",6.0,2021-01-11 12:00:00,2021-01-11 21:00:00
2021,1,01/12/2021  8:46 PM,01/13/2021  4:00 PM,"19 Hours, 14 Minutes",Portland General Electric Co,WECC,"Oregon: Clackamas County, Multnomah County, Washington County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,94231,['PGE'],['PGE'],8.0,2021-01-13 05:00:00,2021-01-14 01:00:00
2021,1,01/12/2021 11:49 PM,01/14/2021  2:00 PM,"38 Hours, 11 Minutes","Seattle City Light, Sytem Control Center",WECC,Washington:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather/Distribution Interruption",150,70000,['SCL'],['SCL'],8.0,2021-01-13 08:00:00,2021-01-14 23:00:00
2021,1,01/12/2021 11:50 PM,01/15/2021  1:00 PM,"61 Hours, 10 Minutes",Puget Sound Energy,WECC,"Washington: Kitsap County, Thurston County, King County, Pierce County, Skagit County, Whatcom County;",Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.-Severe Weather,100,320000,['PSEI'],['PSEI'],8.0,2021-01-13 08:00:00,2021-01-15 22:00:00
2021,1,01/13/2021  3:43 AM,01/13/2021  4:00 PM,"12 Hours, 17 Minutes",Avista Corp,WECC,Washington: Idaho:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",185,70417,['AVA'],['AVA'],8.0,2021-01-13 12:00:00,2021-01-14 01:00:00
2021,1,01/19/2021  2:48 AM,01/20/2021 11:41 AM,"32 Hours, 53 Minutes",Pacific Gas & Electric Co,WECC,California:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",411,124888,['CISO'],['PGAE'],8.0,2021-01-19 11:00:00,2021-01-20 20:00:00
2021,1,01/19/2021  9:31 AM,01/21/2021  2:36 PM,"53 Hours,  5 Minutes",Southern California Edison Co,WECC,"California: Kern County, Los Angeles County, Riverside County, San Bernardino County, Ventura County, Orange County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,173746,['CISO'],['SCE'],8.0,2021-01-19 18:00:00,2021-01-21 23:00:00
2021,1,01/26/2021  8:49 PM,01/28/2021  9:14 PM,"48 Hours, 25 Minutes",Pacific Gas & Electric Co,WECC,California:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",841,255715,['CISO'],['PGAE'],8.0,2021-01-27 05:00:00,2021-01-29 06:00:00
2021,2,02/01/2021 11:25 PM,02/02/2021  1:12 AM,"1 Hours, 47 Minutes",American Electric Power - Texas,TRE,Texas: Kleberg County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",13,6102,['ERCO'],['SOUT'],6.0,2021-02-02 06:00:00,2021-02-02 08:00:00
2021,2,02/02/2021  9:25 AM,02/03/2021 11:38 AM,"26 Hours, 13 Minutes",Western Area Power Administration - Upper Great Plains Region,MRO,South Dakota: Hughes County;,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.-Severe Weather/Transmission Interruption,5,3,['WACM'],['WACM'],7.0,2021-02-02 17:00:00,2021-02-03 19:00:00
2021,2,02/02/2021 12:34 PM,02/02/2021  3:43 PM,"3 Hours,  9 Minutes",Western Area Power Administration - Upper Great Plains Region,MRO,South Dakota: Hughes County;,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.-Severe Weather/Transmission Interruption,5,4,['WACM'],['WACM'],7.0,2021-02-02 20:00:00,2021-02-02 23:00:00
2021,2,02/03/2021  2:22 PM,02/04/2021 10:32 PM,"32 Hours, 10 Minutes",Montana-Dakota Utilities Co,MRO,"North Dakota: Logan County, Emmons County, McIntosh County;","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",7,1400,['MISO'],['0001'],6.0,2021-02-03 21:00:00,2021-02-05 05:00:00
2021,2,02/06/2021  6:50 AM,02/06/2021  2:43 PM,"7 Hours, 53 Minutes",Duke Energy Midwest,RF,Ohio: Kentucky:,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0,0,['PJM'],['DEOK'],5.0,2021-02-06 12:00:00,2021-02-06 20:00:00
2021,2,02/08/2021  7:04 AM,02/08/2021  2:10 PM,"7 Hours,  6 Minutes",Minnesota Power,MRO,Minnesota: St. Louis County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0,0,['MISO'],['0001'],6.0,2021-02-08 14:00:00,2021-02-08 21:00:00
2021,2,02/10/2021  3:00 PM,02/23/2021  3:00 PM,"312 Hours,  0 Minutes",Oncor Electric Delivery Company LLC,TRE,Texas:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,2000000,['ERCO'],"['NRTH', 'SCEN', 'SOUT', 'FWES', 'WEST', 'NCEN', 'EAST']",6.0,2021-02-10 22:00:00,2021-02-23 22:00:00
2021,2,02/11/2021  8:30 AM,02/22/2021  9:00 AM,"264 Hours, 30 Minutes","Prairie Power, Inc.",SERC,Illinois: Scott County;,Fuel supply emergencies that could impact electric power system adequacy or reliability.-Fuel Supply Deficiency,Unknown,Unknown,['MISO'],['0004'],6.0,2021-02-11 15:00:00,2021-02-22 16:00:00
2021,2,02/11/2021  7:21 PM,02/11/2021  9:20 PM,"1 Hours, 59 Minutes",Public Service Company of Colorado,WECC,Colorado: Morgan County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",0,0,['PSCO'],['PSCO'],7.0,2021-02-12 03:00:00,2021-02-12 05:00:00
2021,2,02/12/2021  3:30 PM,02/22/2021  7:30 AM,"232 Hours,  0 Minutes",ERCOT,TRE,Texas:,Fuel supply emergencies that could impact electric power system adequacy or reliability.-Fuel Supply Deficiency,Unknown,Unknown,['ERCO'],"['NRTH', 'SCEN', 'SOUT', 'COAS', 'FWES', 'WEST', 'NCEN', 'EAST']",6.0,2021-02-12 22:00:00,2021-02-22 14:00:00
2021,2,02/12/2021  9:00 PM,02/20/2021  5:15 PM,"188 Hours, 15 Minutes",Portland General Electric Co,WECC,"Oregon: Clackamas County, Marion County, Polk County, Multnomah County, Washington County, Yamhill County;","Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,300187,['PGE'],['PGE'],8.0,2021-02-13 06:00:00,2021-02-21 02:00:00
2021,2,02/13/2021  8:32 AM,02/14/2021  3:00 PM,"30 Hours, 28 Minutes",Duke Energy Carolinas,SERC,South Carolina: North Carolina:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,129000,['DUK'],['DUK'],5.0,2021-02-13 14:00:00,2021-02-14 21:00:00
2021,2,02/13/2021  9:56 AM,02/13/2021 11:01 AM,"1 Hours,  5 Minutes",Bonneville Power Administration,WECC,Washington: Lewis County;,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",164,37583,['BPAT'],['BPAT'],8.0,2021-02-13 18:00:00,2021-02-13 20:00:00
2021,2,02/13/2021  1:30 PM,02/19/2021  9:00 PM,"151 Hours, 30 Minutes","American Electric Power - (RFC Reliability Region) (8400 Smiths Mill Road, New Albany Ohio 43054)",RF,West Virginia: Virginia:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,55097,['PJM'],['AEP'],5.0,2021-02-13 19:00:00,2021-02-20 03:00:00
2021,2,02/13/2021  1:30 PM,02/20/2021  8:00 AM,"162 Hours, 30 Minutes",American Electric Power - Texas,TRE,Texas:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.-Severe Weather,Unknown,Unknown,['ERCO'],"['NRTH', 'SCEN', 'SOUT', 'COAS', 'FWES', 'WEST', 'NCEN']",6.0,2021-02-13 20:00:00,2021-02-20 15:00:00
2021,2,02/14/2021  5:30 AM,02/18/2021 10:00 AM,"100 Hours, 30 Minutes",Oklahoma Municipal Power Authority,MRO,Oklahoma:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.-Severe Weather,Unknown,Unknown,"['SWPP', 'AECI', 'SPA']","['WFEC', 'AECI', 'SPA', 'CSWS', 'OKGE']",6.0,2021-02-14 12:00:00,2021-02-18 17:00:00
2021,2,02/14/2021  8:30 AM,02/19/2021  6:00 PM,"129 Hours, 30 Minutes",Oncor Electric Delivery Company LLC,TRE,Texas:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.-Severe Weather,7214,Unknown,['ERCO'],"['NRTH', 'SCEN', 'SOUT', 'FWES', 'WEST', 'NCEN', 'EAST']",6.0,2021-02-14 15:00:00,2021-02-20 01:00:00
2021,2,02/14/2021  8:30 AM,02/19/2021  6:00 PM,"129 Hours, 30 Minutes",ERCOT,TRE,Texas:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.-Severe Weather,Unknown,Unknown,['ERCO'],"['NRTH', 'SCEN', 'SOUT', 'COAS', 'FWES', 'WEST', 'NCEN', 'EAST']",6.0,2021-02-14 15:00:00,2021-02-20 01:00:00
2021,2,02/14/2021  6:00 PM,02/16/2021 10:00 PM,"52 Hours,  0 Minutes",Empire District Electric Co,SERC,Missouri: Jasper County;,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.-Severe Weather,0,0,['SWPP'],['EDE'],6.0,2021-02-15 01:00:00,2021-02-17 05:00:00
2021,2,02/14/2021  8:00 PM,02/18/2021  9:28 AM,"85 Hours, 28 Minutes","Southwest Power Pool, Inc.",MRO,North Dakota: South Dakota: Nebraska: Kansas: Oklahoma: Texas:,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.-Severe Weather,3000,Unknown,['SWPP'],"['WFEC', 'KACY', 'EDE', 'GRDA', 'SECI', 'MPS', 'WAUE', 'LES', 'NPPD', 'OPPD', 'KCPL', 'WR', 'CSWS', 'SPS', 'OKGE']",6.0,2021-02-15 03:00:00,2021-02-18 16:00:00
2021,2,02/14/2021  8:21 PM,02/18/2021  9:30 AM,"85 Hours,  9 Minutes",American Electric Power - (SPP Reliability Region),SERC,Arkansas: Louisiana: Texas: Oklahoma:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.-Severe Weather,461,125484,"['ERCO', 'SWPP']","['NRTH', 'SCEN', 'SOUT', 'COAS', 'FWES', 'WEST', 'NCEN', 'CSWS']",6.0,2021-02-15 03:00:00,2021-02-18 16:00:00
2021,2,02/15/2021  1:20 AM,02/18/2021 12:02 AM,"70 Hours, 42 Minutes","CenterPoint Energy Houston Electric, LLC",TRE,Texas: Harris County;,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.-Severe Weather,4966,1390000,['ERCO'],['COAS'],6.0,2021-02-15 08:00:00,2021-02-18 07:00:00
2021,2,02/15/2021  1:20 AM,02/18/2021 12:42 AM,"71 Hours, 22 Minutes","Magic Valley Electric Cooperative, Inc.",TRE,"Texas: Hidalgo County, Cameron County;",Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.-Severe Weather,Unknown,Unknown,['ERCO'],['SOUT'],6.0,2021-02-15 08:00:00,2021-02-18 07:00:00
2021,2,02/15/2021  1:20 AM,02/19/2021  9:00 AM,"103 Hours, 40 Minutes",Oncor Electric Delivery Company LLC,TRE,Texas:,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.-Severe Weather,7214,Unknown,['ERCO'],"['NRTH', 'SCEN', 'SOUT', 'FWES', 'WEST', 'NCEN', 'EAST']",6.0,2021-02-15 08:00:00,2021-02-19 16:00:00
2021,2,02/15/2021  1:23 AM,02/19/2021  5:30 AM,"100 Hours,  7 Minutes",ERCOT,TRE,Texas:,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.-Severe Weather,Unknown,Unknown,['ERCO'],"['NRTH', 'SCEN', 'SOUT', 'COAS', 'FWES', 'WEST', 'NCEN', 'EAST']",6.0,2021-02-15 08:00:00,2021-02-19 12:00:00
2021,2,02/15/2021  1:54 AM,02/17/2021 11:56 PM,"70 Hours,  2 Minutes",TNMP,TRE,Texas:,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.-Severe Weather,524,Unknown,['ERCO'],"['NRTH', 'SCEN', 'COAS', 'FWES', 'WEST', 'NCEN', 'EAST']",6.0,2021-02-15 08:00:00,2021-02-18 06:00:00
2021,2,02/15/2021  1:54 AM,02/19/2021  9:00 AM,"103 Hours,  6 Minutes",Austin Energy,TRE,Texas: Travis County;,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.-Severe Weather,724,Unknown,['ERCO'],['SCEN'],6.0,2021-02-15 08:00:00,2021-02-19 16:00:00
2021,2,02/15/2021  2:51 AM,02/19/2021  9:00 AM,"102 Hours,  9 Minutes",Austin Energy,TRE,Texas: Travis County;,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,219306,['ERCO'],['SCEN'],6.0,2021-02-15 09:00:00,2021-02-19 16:00:00
2021,2,02/15/2021  5:00 AM,02/17/2021  4:00 PM,"59 Hours,  0 Minutes",Arkansas Electric Coop Corp,SERC,Arkansas: Pulaski County;,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.-Severe Weather,Unknown,Unknown,['MISO'],['8910'],6.0,2021-02-15 12:00:00,2021-02-17 23:00:00
2021,2,02/15/2021  5:27 AM,02/18/2021  8:18 AM,"74 Hours, 51 Minutes",ERCOT,TRE,Texas:,"Total generation loss, within one minute of: greater than or equal to 2,000 Megawatts in the Eastern or Western Interconnection or greater than or equal to 1,400 Megawatts in the ERCOT Interconnection.-Severe Weather",Unknown,Unknown,['ERCO'],"['NRTH', 'SCEN', 'SOUT', 'COAS', 'FWES', 'WEST', 'NCEN', 'EAST']",6.0,2021-02-15 12:00:00,2021-02-18 15:00:00
2021,2,02/15/2021  5:40 AM,02/16/2021  1:11 PM,"31 Hours, 31 Minutes",MISO,TRE,Texas:,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.-Severe Weather,800,Unknown,['MISO'],['8910'],5.0,2021-02-15 11:00:00,2021-02-16 19:00:00
2021,2,02/15/2021  6:51 AM,02/16/2021  1:19 PM,"30 Hours, 28 Minutes",Oklahoma Gas & Electric Co,MRO,Oklahoma:,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.-Severe Weather,350,200000,['SWPP'],['OKGE'],6.0,2021-02-15 13:00:00,2021-02-16 20:00:00
2021,2,02/15/2021  7:00 AM,02/18/2021  9:00 AM,"74 Hours,  0 Minutes",Oklahoma Gas & Electric Co,MRO,Oklahoma:,Fuel supply emergencies that could impact electric power system adequacy or reliability.-Fuel Supply Deficiency,0,0,['SWPP'],['OKGE'],6.0,2021-02-15 14:00:00,2021-02-18 16:00:00
2021,2,02/15/2021  7:52 AM,02/17/2021  2:15 PM,"54 Hours, 23 Minutes","Bluebonnet Electric Coop, Inc",TRE,"Texas: Austin County, Bastrop County, Burleson County, Caldwell County, Colorado County, Fayette County, Gonzales County, Guadalupe County, Hays County, Lee County, Milam County, Travis County, Washington County, Williamson County;",Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.-Severe Weather,107,25000,['ERCO'],"['WEST', 'SCEN', 'NCEN']",6.0,2021-02-15 14:00:00,2021-02-17 21:00:00
2021,2,02/15/2021  8:50 AM,02/18/2021  9:30 AM,"72 Hours, 40 Minutes",Sunflower Electric Power Corp,MRO,Kansas:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.-Severe Weather,Unknown,Unknown,['SWPP'],['SECI'],6.0,2021-02-15 15:00:00,2021-02-18 16:00:00
2021,2,02/15/2021 10:24 AM,02/18/2021  9:52 AM,"71 Hours, 28 Minutes",Lubbock Power & Light,TRE,Texas: Lubbock County;,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.-Severe Weather,116,29942,"['ERCO', 'SWPP']",['SPS'],6.0,2021-02-15 17:00:00,2021-02-18 16:00:00
2021,2,02/15/2021 12:18 PM,02/15/2021  1:22 PM,"1 Hours,  4 Minutes",Evergy,SERC,Missouri: Kansas:,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.-Severe Weather,Unknown,Unknown,['SWPP'],"['KCPL', 'MPS', 'WR']",6.0,2021-02-15 19:00:00,2021-02-15 20:00:00
2021,2,02/15/2021  1:00 PM,02/20/2021 10:00 AM,"117 Hours,  0 Minutes",Southwestern Public Service Company,TRE,Texas:,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.-Severe Weather,Unknown,175000,['SWPP'],['SPS'],6.0,2021-02-15 20:00:00,2021-02-20 17:00:00
2021,2,02/15/2021  3:00 PM,02/19/2021 10:00 AM,"91 Hours,  0 Minutes",Cleco Power LLC,SERC,Louisiana:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.-Severe Weather,Unknown,Unknown,['MISO'],['8910'],6.0,2021-02-15 22:00:00,2021-02-19 17:00:00
2021,2,02/15/2021  5:00 PM,02/15/2021 10:59 PM,"5 Hours, 59 Minutes",Cooperative Energy,SERC,Mississippi:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.-Severe Weather,Unknown,Unknown,"['MISO', 'SOCO']","['8910', 'SOCO']",6.0,2021-02-16 00:00:00,2021-02-16 05:00:00
2021,2,02/15/2021  6:00 PM,02/15/2021 11:55 PM,"5 Hours, 55 Minutes","Entergy Services, Inc.",TRE,Texas:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.-Severe Weather,Unknown,Unknown,['MISO'],['8910'],6.0,2021-02-16 01:00:00,2021-02-16 06:00:00
2021,2,02/15/2021  6:00 PM,02/15/2021 11:59 PM,"5 Hours, 59 Minutes","Entergy Services, Inc.",TRE,Texas:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.-Severe Weather,Unknown,Unknown,['MISO'],['8910'],6.0,2021-02-16 01:00:00,2021-02-16 06:00:00
2021,2,02/15/2021  7:48 PM,02/18/2021 10:30 AM,"62 Hours, 42 Minutes",Oklahoma Municipal Power Authority,MRO,Oklahoma: Kay County;,Fuel supply emergencies that could impact electric power system adequacy or reliability.-Fuel Supply Deficiency,0,Unknown,['SWPP'],"['WFEC', 'OKGE']",6.0,2021-02-16 02:00:00,2021-02-18 17:00:00
2021,2,02/16/2021  1:00 AM,02/16/2021  9:28 PM,"20 Hours, 28 Minutes","American Electric Power - (RFC Reliability Region) (8400 Smiths Mill Road, New Albany Ohio 43054)",SERC,Kentucky:,"Loss of electric service to more than 50,000 customers for 1 hour or more.-Severe Weather",Unknown,54167,['PJM'],['AEP'],5.0,2021-02-16 07:00:00,2021-02-17 03:00:00
2021,2,02/16/2021  5:30 AM,02/16/2021  2:00 PM,"8 Hours, 30 Minutes",Midcontinent Independent System Operator,SERC,Louisiana: Texas: Illinois:,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.-Severe Weather,1420,Unknown,['MISO'],"['0035', '8910', '0004']",5.0,2021-02-16 11:00:00,2021-02-16 20:00:00
2021,2,02/16/2021  7:03 AM,02/20/2021 10:00 PM,"110 Hours, 57 Minutes",Evergy,MRO,Kansas: Missouri:,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.-Severe Weather,Unknown,222000,['SWPP'],"['KCPL', 'MPS', 'WR']",6.0,2021-02-16 14:00:00,2021-02-21 05:00:00
2021,2,02/16/2021  7:17 AM,02/16/2021 10:08 AM,"2 Hours, 51 Minutes",Southwestern Public Service,TRE,Texas:,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.-Severe Weather,168,840000,['SWPP'],['SPS'],6.0,2021-02-16 14:00:00,2021-02-16 17:00:00
2021,2,02/16/2021  7:20 AM,02/16/2021 10:02 AM,"2 Hours, 42 Minutes",Omaha Public Power District,MRO,"Nebraska: Douglas County, Burt County, Washington County, Dodge County, Colfax County, Saunders County, Sarpy County, Cass County, Otoe County, Johnson County, Nemaha County, Pawnee County, Richardson County;",Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.-Severe Weather,126,81100,['SWPP'],['OPPD'],6.0,2021-02-16 14:00:00,2021-02-16 17:00:00
2021,2,02/16/2021  7:22 AM,02/16/2021  8:00 AM,"0 Hours, 38 Minutes",Cleco Power LLC,SERC,"Louisiana: Allen Parish, St. Landry Parish, Evangeline Parish;",Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.-Severe Weather,153,Unknown,['MISO'],['8910'],6.0,2021-02-16 14:00:00,2021-02-16 15:00:00
2021,2,02/16/2021  9:31 AM,02/16/2021 10:27 AM,"0 Hours, 56 Minutes",Nebraska Public Power District,MRO,Nebraska: Custer County;,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).-Transmission Interruption",31,Unknown,['SWPP'],['NPPD'],6.0,2021-02-16 16:00:00,2021-02-16 17:00:00
