FIPS,is_pv,2016,2017,2018,2019,2020,2021,2022,2023
p01001,False,573670.0,583728.0,573670.0,597000.0,624000.0,568087.0,531627.0,614044.0
p01015,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p01023,False,360107.0,384174.0,430272.0,465688.0,503142.0,539561.0,485639.0,420750.0
p01025,False,129451.0,120135.0,127392.0,128235.0,63029.0,107792.0,73194.0,164969.0
p01047,False,579981.0,604548.0,605207.0,601371.0000000001,324637.0,620016.0,393733.0,481801.99999999994
p01049,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p01053,False,235948.0,369862.0,474111.0,470234.0,490223.0,480535.0,450119.0,484288.0
p01065,False,39791.0,38556.0,41270.0,33476.0,35434.0,30035.0,38140.0,30730.0
p01069,False,284.0,173.0,328.0,321.0,321.0,450.0,390.0,
p01073,False,27449.0,28220.0,9144.0,3031.0,520.0,116.0,86.0,83.0
p01077,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p01081,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p01091,False,245692.0,286904.0,313534.0,318408.0,331062.0,326443.0,335557.0,312112.0
p01097,False,80006.0,202356.0,104570.0,311296.0,405696.0,385943.0,384864.0,406863.0
p01099,False,752136.0,729865.0,737809.0,640330.0,764696.0,745259.0,676366.0,719761.0
p01103,False,119689.99999999999,125571.0,137011.0,120076.0,111621.0,145940.0,143513.0,515672.00000000006
p01113,False,779030.0,785160.9999999999,800746.9999999999,786377.9999999999,792963.0,744706.0,752110.0,714066.0
p01121,False,134788.0,128541.0,153396.0,154992.0,152099.0,135955.0,135955.0,139284.0
p01123,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p01131,False,528941.0,540467.0,528199.0,528265.0,510889.0,513499.0,495173.0,486577.0
p04003,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p04003,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p04005,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p04013,False,95848.0,86128.0,79197.0,80962.0,85898.0,91742.0,84185.0,32790.0
p04013,True,28317.0,19322.0,23430.0,30405.0,29007.0,34696.0,33255.0,32970.0
p04015,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p04015,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p04017,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p04019,False,93974.0,94816.0,94403.0,100350.0,99761.0,89134.0,95880.0,88114.0
p04019,True,4481.0,0.0,0.0,0.0,0.0,890.0,5164.0,3380.0
p04021,False,50.0,62.0,42.0,20.0,42.0,39.0,53.0,118.0
p04021,True,3228.0,0.0,0.0,19707.0,1988.0,1253.0,3045.0,2347.0
p04025,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p04027,False,237.0,490.0,1521.0,2175.0,4032.0,1953.0,1585.0,5086.0
p04027,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
