r,State,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
p51173,VA,0.012262633,0.014089292,0.013200514,0.023155361,0.033359558,0.057876555,0.096890601,0.143006797,0.172006301,0.35620777
p51185,VA,0.017167687,0.018273815,0.014667238,0.018950847,0.019370066,0.031646515,0.049975152,0.077828715,0.098025096,0.221167103
p51191,VA,0.024525267,0.029853038,0.030801199,0.035757854,0.030131214,0.048839258,0.076492579,0.106092882,0.120219457,0.256660901
p51195,VA,0.02207274,0.025807247,0.024934304,0.032381293,0.033359558,0.056604596,0.092810996,0.133683956,0.15721006,0.329199636
p51197,VA,0.009810107,0.010601652,0.008800343,0.0110408,0.010761148,0.017192743,0.026517428,0.039581172,0.048087783,0.108686443
p51520,VA,0.093196014,0.135321081,0.174540127,0.225844782,0.231364676,0.342614847,0.483433102,0.711894917,0.854482913,1.761292192
p51640,VA,0.009810107,0.011159803,0.010267066,0.018788203,0.027978984,0.044192348,0.06731347,0.103708712,0.129467108,0.272286383
p51680,VA,0.203559716,0.229193778,0.20680805,0.386396408,0.584330322,1.039202125,1.778707448,2.669533646,3.258872062,6.740612527
p51690,VA,0.049050534,0.057473471,0.055735503,0.096164334,0.136666576,0.218602227,0.337587251,0.528149489,0.667680371,1.46338913
p51720,VA,0.002452527,0.002371337,0.001466724,0.001977512,0.00215223,0.003374951,0.005099505,0.006803406,0.00739812,0.015176868
p51750,VA,0.019620214,0.021761455,0.019067409,0.032713948,0.046272935,0.080670177,0.135646841,0.20813142,0.258934216,0.566319177
p51770,VA,0.115827193,0.120496097,0.091615145,0.143193689,0.185802411,0.325110126,0.548488896,0.875760621,1.125206056,2.476501871
p51775,VA,0.134888968,0.162796333,0.165739785,0.342977999,0.555275223,0.820176901,1.153508099,1.709655607,2.064075608,4.257765223
p51001,VA,0.012262633,0.015205595,0.016133961,0.018455548,0.015065607,0.023942644,0.036716438,0.049954554,0.055485903,0.117172107
p51131,VA,0.00735758,0.008788466,0.008800343,0.010628665,0.009685033,0.015664262,0.024477625,0.034111394,0.038840132,0.083024155
p50001,VT,1.240164359,2.114475953,2.357319612,3.636241508,4.230135681,4.880204941,4.964117061,5.590917007,5.786888577,6.224060385
p50003,VT,2.854370873,5.601550035,7.158598453,10.67135234,12.00099513,13.40630898,13.18392813,13.74124564,12.91844836,13.88932857
p50005,VT,1.505366379,2.606230298,2.954771979,4.550473924,5.285491365,6.457158777,6.939020411,9.318640825,11.41631394,12.25582065
p50007,VT,6.159431883,11.33194855,13.66559478,19.81417175,21.64078166,24.19430928,23.81364792,27.2776844,28.77236198,30.92329251
p50009,VT,0.39856951,0.674027312,0.744559219,1.129490139,1.292783484,1.574548456,1.687357422,2.263112714,2.769690208,2.973616221
p50011,VT,2.060297773,3.8329877,4.671319414,7.118795479,8.184724419,9.688236622,10.10834531,12.65757239,14.60067267,15.69189213
p50013,VT,0.495145968,0.884840652,1.03696793,1.607427016,1.878729158,2.359092524,2.597392886,3.608680559,4.540112392,4.873578945
p50015,VT,1.647931626,3.008786398,3.601861627,5.711161861,6.816791768,8.38052028,9.057170085,12.143405,14.85741621,15.94867804
p50017,VT,1.132857183,1.941470572,2.176820407,3.405353894,4.014490247,4.680389493,4.811391202,5.85282626,6.569125191,7.080586095
p50019,VT,2.038836338,3.779251729,4.590094772,7.017813487,8.094327596,9.666050598,10.17048893,13.41365872,16.19146673,17.38071319
p50021,VT,2.860502711,4.788088863,5.227256964,7.777396371,8.729283595,9.968095843,10.0335623,10.89923013,10.80862599,11.65944903
p50023,VT,2.754728495,4.831537784,5.553960524,8.359167138,9.49275556,11.07887234,11.40072206,13.95316864,15.75324799,16.91352612
p50025,VT,3.113441054,5.800768625,7.079178803,10.77643096,12.37674096,14.3319355,14.63324386,16.04381135,16.09126287,17.29047922
p50027,VT,2.77925585,4.613635528,4.988095518,7.729424134,9.030969379,10.70727636,11.18901242,14.60934636,17.48626689,18.78447889
p53007,WA,0.397839091,0.63531685,0.89226681,1.077134285,1.349924458,1.721098485,2.046000663,2.62374668,3.47289822,4.37140375
p53029,WA,0.486488019,0.805941558,1.174251938,1.445353966,1.850053456,2.372820999,2.837713963,3.650821169,4.847971951,6.10513297
p53033,WA,11.36652228,18.62114783,26.83695686,35.98328998,50.08071395,64.20254981,76.74615204,98.17666147,129.6321607,163.6710328
p53035,WA,1.2821662,2.063989111,2.922765559,3.562325155,4.51175694,5.760806384,6.858550049,8.785505864,11.61596709,14.62124107
p53037,WA,0.260541361,0.428724872,0.62057311,0.765556783,0.982244876,1.265405044,1.520045058,1.959420452,2.606982773,3.290876151
p53053,WA,4.01298561,6.410070755,9.004999521,10.95148622,13.83725549,17.65600104,21.00597746,26.87970405,35.50253334,44.70293297
p53055,WA,0.150270743,0.248787367,0.362258266,0.445234847,0.569002695,0.729834643,0.872886152,1.122728746,1.490529123,1.87615766
p53057,WA,0.598920805,0.975410888,1.397575926,1.717807408,2.195481536,2.806801775,3.345878258,4.288909134,5.674632564,7.142769093
p53061,WA,3.650822308,5.915963521,8.433825265,10.35037811,13.20679627,16.97592435,20.34658703,26.15082702,34.69203648,43.76315015
p53067,WA,1.392436817,2.245365033,3.185196973,3.894881281,4.950429409,6.328491596,7.543515488,9.658642161,12.76474825,16.06723399
p53073,WA,1.08216557,1.763611515,2.528603865,3.095234096,3.938515863,5.042188824,6.019022603,7.724739232,10.23281148,12.88168526
p53003,WA,0.151351828,0.250385761,0.364316552,0.446541474,0.569002695,0.735409445,0.886229635,1.13171508,1.491683677,1.894271448
p53005,WA,0.858381082,1.394985679,1.994478751,2.448695233,3.125806241,4.016588553,4.812549386,6.177906834,8.185787361,10.30795413
p53009,WA,0.390271499,0.627004932,0.886091953,1.078024871,1.362639602,1.739014158,2.069351758,2.657911635,3.523698593,4.441142122
p53011,WA,2.076763297,3.350645026,4.75566889,5.807430317,7.370545156,9.41231541,11.20741341,14.35513371,18.9785575,23.88939952
p53013,WA,0.024864943,0.039999482,0.056602854,0.068803782,0.086886818,0.111506444,0.133434826,0.171038014,0.22629257,0.284838808
p53015,WA,0.534055736,0.853256188,1.198951365,1.45702477,1.839457503,2.347903084,2.794347645,3.577209545,4.726743788,5.956886977
p53023,WA,0.012973014,0.021338344,0.030874284,0.037638664,0.04768179,0.060331412,0.07116524,0.091860361,0.122382717,0.154045478
p53027,WA,0.444325724,0.727062429,1.04663823,1.284168607,1.638134389,2.092809124,2.49300733,3.199517134,4.238367476,5.334914617
p53031,WA,0.201081714,0.332182745,0.482667974,0.594631309,0.761849046,0.975772221,1.165330812,1.497339754,1.985832759,2.499605868
p53039,WA,0.11567604,0.1904467,0.275810271,0.341049204,0.438672469,0.565826945,0.680517612,0.877705518,1.168408577,1.472871448
p53041,WA,0.406487767,0.646665579,0.904616523,1.091388006,1.366877983,1.741734081,2.069351758,2.65136529,3.506380284,4.413548268
p53045,WA,0.383784992,0.619212594,0.878887953,1.068240336,1.348864862,1.721812205,2.049336534,2.631557656,3.487907421,4.391020491
p53049,WA,0.169730264,0.272523986,0.384899408,0.464819088,0.582777435,0.743320061,0.884005721,1.134654325,1.503229216,1.892867882
p53059,WA,0.0627029,0.101337307,0.144079992,0.176047973,0.223574616,0.285633395,0.340258806,0.435797798,0.576122411,0.725900724
p53069,WA,0.022702774,0.036802695,0.052486283,0.063785293,0.080529246,0.102780891,0.122315257,0.156930321,0.207819707,0.26158666
p53071,WA,0.302703656,0.542845216,0.849042812,1.343534535,2.126607839,2.881067577,3.629427263,4.716737303,6.325800981,8.04715868
p53077,WA,1.145949555,1.900709617,2.77251071,3.785634871,5.354135232,6.954572077,8.421961425,10.92764368,14.6328165,18.74384992
p53001,WA,0.086486759,0.145132459,0.214061703,0.264569258,0.340130103,0.443124178,0.538187131,0.69180268,0.917870374,1.170552871
p53019,WA,0.055135309,0.090867763,0.131730279,0.163798614,0.211919067,0.271649671,0.32469141,0.413603058,0.543794901,0.686658208
p53021,WA,0.363244387,0.630916818,0.960190235,1.162745453,1.462241563,1.861003205,2.208346368,2.779268509,3.609135584,4.54433708
p53043,WA,0.067027238,0.109169297,0.156429706,0.191103439,0.242647332,0.311345488,0.372505555,0.478717655,0.635004661,0.799292574
p53047,WA,0.245406178,0.396997657,0.564999398,0.687384506,0.868868175,1.108095936,1.317668905,1.692273563,2.243298285,2.823682675
p53051,WA,0.088648928,0.141496765,0.198624561,0.239937277,0.300925075,0.383586943,0.455902322,0.584088933,0.772396579,0.972230422
p53063,WA,2.92109028,4.702556131,6.659583074,8.33773665,10.86403098,14.06484935,16.97735768,21.66671285,28.54057314,36.22156008
p53065,WA,0.270271121,0.453538934,0.668942822,0.831940162,1.076548861,1.397466626,1.691286418,2.181741439,2.904857687,3.706381796
p53075,WA,0.242162925,0.401911792,0.586611397,0.735579113,0.959993374,1.237188442,1.486686351,1.905750374,2.521545782,3.202168609
p53017,WA,0.180541109,0.29210396,0.415773692,0.50726822,0.643174369,0.820173445,0.975186186,1.251995819,1.659093997,2.088333507
p53025,WA,0.398920175,0.637274848,0.895354238,1.080296843,1.353103244,1.724996695,2.050448491,2.629215188,3.479825544,4.380123306
p55003,WI,0.037182985,0.047445794,0.072592347,0.114630811,0.15050776,0.232394171,0.30782264,0.422126094,0.537234517,0.711027253
p55005,WI,0.153022286,0.178742575,0.251756437,0.396867054,0.520233345,0.777558091,0.998297734,1.306584303,1.591282355,1.977022722
p55007,WI,0.051484134,0.06185248,0.089582045,0.127648428,0.15050776,0.232394171,0.30782264,0.422126094,0.537234517,0.669300547
p55011,WI,0.037182985,0.043645856,0.061780721,0.096725664,0.125968452,0.188852354,0.243196893,0.319092014,0.389573568,0.483371984
p55013,WI,0.060064823,0.073970721,0.109660779,0.173179341,0.227397594,0.351471853,0.465985654,0.637251423,0.808993497,1.034853563
p55017,WI,0.203076305,0.240294368,0.342883,0.522491832,0.662561336,0.974578805,1.231290561,1.571004074,1.864612196,2.312269984
p55019,WI,0.094387578,0.109958175,0.154451802,0.224175275,0.269932396,0.401069657,0.511903949,0.667751102,0.810564358,1.006444477
p55031,WI,0.088667119,0.119069542,0.189975716,0.305272702,0.407352525,0.717601473,1.059522126,1.447655957,1.836336696,2.673796728
p55033,WI,0.158742745,0.188630897,0.270290653,0.413633746,0.526777161,0.807720899,1.062923482,1.444673722,1.823769806,2.377588929
p55035,WI,0.330356524,0.384310766,0.539036788,0.817104277,1.030650967,1.525849474,1.940473108,2.492292173,2.978352759,3.699311298
p55051,WI,0.024311952,0.031168401,0.047880059,0.068756709,0.081797696,0.133378172,0.185373855,0.269168202,0.359727206,0.474059109
p55063,WI,0.316055376,0.370989775,0.525136126,0.804529258,1.025743106,1.528857947,1.957479884,2.55073754,3.093025623,3.838860072
p55091,WI,0.027172182,0.035026865,0.054058131,0.095298463,0.137420129,0.200694915,0.25170028,0.320075675,0.378577539,0.483085401
p55093,WI,0.171613779,0.215222405,0.324348784,0.59295744,0.878507253,1.2915733,1.63094979,2.068411331,2.439547381,3.084973195
p55095,WI,0.168753549,0.195621343,0.273379689,0.401248064,0.489150221,0.723159616,0.918365888,1.189705017,1.434196239,1.784210177
p55099,WI,0.048623904,0.065051043,0.103482707,0.16010728,0.206130193,0.375604056,0.568026309,0.924304681,1.343086291,1.91555076
p55107,WI,0.054344363,0.067339489,0.100393671,0.168003064,0.232305456,0.342471817,0.43367278,0.561065811,0.675470299,0.838861787
p55109,WI,0.346087787,0.396303899,0.546759378,0.827511274,1.042102645,1.51372578,1.887752103,2.387908692,2.808699753,3.482462875
p55113,WI,0.062925052,0.082171971,0.128194995,0.204698554,0.27156835,0.420260622,0.557822243,0.763168075,0.969221335,1.359566445
p55119,WI,0.04147333,0.0499764,0.072592347,0.09987829,0.11288082,0.174462061,0.23129215,0.316546378,0.402140457,0.501717857
p55121,WI,0.072935856,0.084819631,0.118927887,0.170658649,0.202858286,0.303269931,0.389455164,0.509599826,0.620490158,0.770097145
p55129,WI,0.050054019,0.060466097,0.088037527,0.127106422,0.152143714,0.235607633,0.312924673,0.428039509,0.543517961,0.718777688
p55009,WI,0.898112109,1.05521747,1.495093441,2.296246934,2.934901326,4.288362271,5.380943833,6.828294273,8.058517749,9.98355649
p55029,WI,0.154452401,0.181214656,0.256389991,0.376043582,0.458067097,0.681409999,0.870746916,1.129536155,1.363507487,1.691327776
p55037,WI,0.018591493,0.022365776,0.032434878,0.044735647,0.050714571,0.078313968,0.103741332,0.142094921,0.180649033,0.22472168
p55041,WI,0.034322756,0.041958785,0.061780721,0.085180212,0.096521281,0.148984739,0.197278598,0.270415493,0.344018594,0.428129663
p55061,WI,0.067215397,0.090673909,0.145184694,0.238241418,0.323918875,0.56103796,0.818025911,1.260802452,1.764077082,2.459486607
p55067,WI,0.048623904,0.058536865,0.084948491,0.117042615,0.132512267,0.205034847,0.272108411,0.370994597,0.469687487,0.584086701
p55069,WI,0.065785282,0.079516257,0.115838851,0.159953428,0.181590885,0.280801082,0.372448388,0.509580023,0.647194798,0.806829832
p55071,WI,0.347517902,0.484003152,0.793882261,1.248408869,1.632682009,2.343583634,2.886049837,3.582186076,4.128223128,5.112899265
p55073,WI,0.380410543,0.447491103,0.634796905,0.944355072,1.168071096,1.734533141,2.212581519,2.862637597,3.446469384,4.278615387
p55075,WI,0.168753549,0.199964128,0.285735833,0.42161946,0.516961438,0.774459815,0.996597056,1.300285346,1.578715465,1.960573518
p55083,WI,0.138721138,0.162707344,0.230133185,0.337965856,0.412260387,0.612070686,0.780611005,1.010567633,1.217417399,1.510181823
p55085,WI,0.112979071,0.136123889,0.197698306,0.272704962,0.30919529,0.478192732,0.634352734,0.8661511,1.098031951,1.365768558
p55097,WI,0.185914927,0.217143583,0.305814567,0.447907953,0.544772654,0.807119593,1.027209253,1.333169142,1.610132689,1.997429025
p55125,WI,0.097247808,0.116530881,0.168352464,0.231618983,0.261752627,0.402311312,0.530611402,0.721459488,0.911099473,1.129503106
p55001,WI,0.08294666,0.105381283,0.160629874,0.248151373,0.319011014,0.474172975,0.605441215,0.790229118,0.959796169,1.194310649
p55015,WI,0.120129645,0.143055809,0.205420896,0.307485689,0.382813216,0.565545778,0.717685935,0.927465143,1.115311423,1.382340583
p55021,WI,0.181624582,0.215155824,0.307359085,0.477955002,0.61839058,0.9117816,1.15476007,1.485548719,1.778214833,2.21233984
p55027,WI,0.260280898,0.297921116,0.410841793,0.635496626,0.817976958,1.205295962,1.525507781,1.968705423,2.364146045,2.922739575
p55039,WI,0.310334916,0.363815695,0.5143245,0.789189767,1.007747613,1.497504246,1.911561589,2.464408988,2.956360702,3.671236441
p55047,WI,0.067215397,0.080902641,0.117383369,0.193207547,0.263388581,0.392210187,0.501699883,0.650730889,0.78543058,0.976391071
p55057,WI,0.110118841,0.147465176,0.234766739,0.357551465,0.453159235,0.660452216,0.826529299,1.042365658,1.222129982,1.515046316
p55077,WI,0.058634708,0.073670034,0.111205297,0.176928416,0.23394141,0.345685278,0.438774813,0.56568088,0.678612021,0.846530341
p55078,WI,0.008580689,0.010489696,0.01544518,0.023379648,0.02944717,0.04519345,0.059523715,0.082189688,0.105247698,0.130768123
p55087,WI,0.6464119,0.755843389,1.065717432,1.677337143,2.195450156,3.211349017,4.034007197,5.083436859,5.955134656,7.354958282
p55115,WI,0.133000678,0.158790353,0.228588667,0.348969302,0.443343511,0.652488845,0.824828622,1.054243542,1.253547205,1.550953489
p55135,WI,0.165893319,0.195562816,0.278013243,0.415702361,0.516961438,0.764473875,0.971086893,1.253190603,1.504884991,1.86855757
p55137,WI,0.088667119,0.115812453,0.180708608,0.298813598,0.408988479,0.593660635,0.739794743,0.934696706,1.098031951,1.359130218
p55139,WI,0.516271451,0.597654411,0.834039729,1.243258599,1.541068589,2.274806586,2.884349159,3.718705166,4.461245693,5.532207337
p55141,WI,0.231678601,0.279964707,0.407752757,0.687649974,0.957033041,1.429841948,1.835031098,2.386743708,2.888813673,3.601195942
p55023,WI,0.054344363,0.064625248,0.092671081,0.141560719,0.179954931,0.26893314,0.345237547,0.450992939,0.548230545,0.681915475
p55043,WI,0.140151253,0.163550879,0.230133185,0.403390081,0.579127686,0.870607908,1.124147874,1.48512357,1.825340667,2.268571435
p55049,WI,0.078656315,0.091450863,0.128194995,0.205981382,0.274840258,0.409378583,0.523808692,0.681981851,0.82627297,1.099790634
p55053,WI,0.067215397,0.077645551,0.108116261,0.167506023,0.215945917,0.320988871,0.409863294,0.534551831,0.648765659,0.806870771
p55065,WI,0.044333559,0.05220632,0.074136865,0.114531403,0.147235852,0.219975684,0.282312477,0.368539622,0.44769543,0.556960178
p55081,WI,0.125850104,0.149144192,0.213143486,0.349963384,0.47606259,0.71143224,0.913263855,1.192230851,1.448333989,1.800700322
p55103,WI,0.051484134,0.062938177,0.092671081,0.138995063,0.173411115,0.276716902,0.377550421,0.538214491,0.708458383,0.945934967
p55111,WI,0.20450642,0.239509359,0.338249446,0.525997126,0.680556829,1.012589798,1.294215631,1.674880099,2.016985729,2.509701379
p55123,WI,0.084376775,0.106224819,0.160629874,0.257131169,0.341914369,0.527150188,0.697277804,0.946656898,1.193854481,1.542759416
p55025,WI,1.81481571,2.221284978,3.274378197,5.266929841,7.034601841,10.96789716,14.65813998,20.24224594,25.92392172,34.17080331
p55045,WI,0.107258612,0.139263925,0.216232522,0.338219116,0.440071604,0.646727652,0.816325234,1.043522287,1.240980316,1.541142624
p55105,WI,0.426174217,0.500540959,0.70893377,1.090957174,1.397104645,2.086555539,2.676866496,3.48644916,4.225616519,5.278551052
p55055,WI,0.268861587,0.306782268,0.421653419,0.618765419,0.754174756,1.101274303,1.380950187,1.76047717,2.087674481,2.575082088
p55059,WI,0.556314666,0.635387463,0.874197198,1.308022452,1.627774147,2.381210031,2.991491846,3.816919956,4.530363584,5.595650437
p55079,WI,3.343608455,3.819498859,5.255994813,7.811519671,9.652128108,14.07962684,17.63602641,22.35143571,26.34334165,32.53827119
p55089,WI,0.294603653,0.338251356,0.467988959,0.702374058,0.876871299,1.279705358,1.603738949,2.024755225,2.376712935,2.931602106
p55101,WI,0.719347756,0.812977761,1.1058749,1.640116174,2.022039041,2.931303468,3.647953389,4.60006758,5.392766361,6.651810992
p55117,WI,0.469077662,0.575789066,0.851029428,1.432665058,1.990955916,2.87956791,3.574824253,4.486961418,5.234109384,6.591724296
p55127,WI,0.394711691,0.460812094,0.648697567,1.006318967,1.29894741,1.901736602,2.391152664,3.038446809,3.590988611,4.458772065
p55131,WI,0.386131002,0.443808219,0.614718171,0.889844364,1.068277908,1.570466998,1.982990047,2.551741004,3.055324955,3.768649105
p55133,WI,1.249920355,1.428295948,1.966171436,2.900927252,3.556563815,5.219219651,6.578220842,8.443402501,10.08335778,12.55131096
p54001,WV,0,0,0,0,0.065955015,0.088648762,0.105071787,0.17230138,0.264747896,0.353796078
p54003,WV,0,0,0,0,0.410386758,0.532152811,0.607366182,0.973167177,1.462062821,1.967561381
