FIPS,EIAcode,coverage
p53001,AVA,0.49963132913350056
p53001,BPAT,0.4996464957560135
p53001,GCPD,0.0007221751104859798
p53003,AVA,0.5000386575803071
p53003,BPAT,0.49992973916498873
p53003,IPCO,5.446960834594268e-06
p53003,PACW,2.6156293869538948e-05
p53005,AVA,1.439516790560067e-06
p53005,BPAT,0.5000759063639421
p53005,GCPD,7.275746641533025e-07
p53005,PACW,0.49992192654460327
p53007,BPAT,0.0012060091424321558
p53007,CHPD,0.9976689479053583
p53007,DOPD,0.0008791500944113359
p53007,PSEI,0.0002452175532798223
p53007,TPWR,6.753045183590798e-07
p53009,BPAT,0.999789783527042
p53009,PSEI,0.00021021647295804918
p53011,BPAT,0.9968171224691365
p53011,PACW,0.00033660993592297115
p53011,PGE,0.002846267594940665
p53013,AVA,0.00013866445123780812
p53013,BPAT,0.49992662813375344
p53013,IPCO,2.7512256577002737e-05
p53013,PACW,0.49990719515843174
p53015,BPAT,0.4998989029705215
p53015,PACW,0.4996564373125903
p53015,PGE,0.0004131586792610054
p53015,TPWR,3.1501037627200525e-05
p53017,AVA,1.0985330935828092e-05
p53017,BPAT,0.4998970927920223
p53017,CHPD,0.00033169241694390645
p53017,DOPD,0.49975227983151693
p53017,GCPD,7.949628581010049e-06
p53019,AVA,0.49967559332052414
p53019,BPAT,0.5000321064196165
p53019,DOPD,0.00029230025985930584
p53021,AVA,4.283850646485653e-05
p53021,BPAT,0.9996225541565776
p53021,GCPD,9.06412074072937e-06
p53021,PACW,0.000325543216216805
p53023,AVA,0.33338281470710135
p53023,BPAT,0.3334048427195724
p53023,IPCO,5.983735923864204e-06
p53023,PACW,0.33320635883740246
p53025,AVA,0.33332754064307546
p53025,BPAT,0.33334372117732425
p53025,DOPD,8.927497595902526e-06
p53025,GCPD,0.3333127063011313
p53025,PACW,7.104380873016487e-06
p53027,BPAT,0.9997233161576689
p53027,PSEI,5.253897949783844e-05
p53027,TPWR,0.0002241448628332766
p53029,BPAT,0.5570566458810987
p53029,PSEI,0.4429433541189013
p53031,BPAT,0.5312300113835251
p53031,PSEI,0.4687459915496244
p53031,TPWR,2.399706685045427e-05
p53033,BPAT,0.3334803642823886
p53033,CHPD,2.097200361596119e-08
p53033,PSEI,0.2084783539186057
p53033,SCL,0.12457538858984342
p53033,TPWR,0.3334658722371587
p53035,BPAT,0.5016472710905091
p53035,PSEI,0.49830845179736305
p53035,TPWR,4.427711212781022e-05
p53037,AVA,1.4983430537532121e-05
p53037,BPAT,0.6316102256774219
p53037,CHPD,4.264596809810594e-05
p53037,DOPD,2.589962331869785e-06
p53037,GCPD,5.953447399943328e-06
p53037,PACW,5.6599550368677225e-05
p53037,PSEI,0.36823511588289454
p53037,TPWR,3.188608094741919e-05
p53039,BPAT,0.9997406658531913
p53039,PACW,0.0002593341468086314
p53041,BPAT,0.4265637361691229
p53041,PACW,3.9924898828424646e-05
p53041,PSEI,0.14691806787622486
p53041,TPWR,0.42647827105582375
p53043,AVA,0.4999874646682766
p53043,BPAT,0.4999965469917791
p53043,GCPD,1.598833994431235e-05
p53045,BPAT,0.5001095038153286
p53045,PSEI,6.407791235802881e-05
p53045,TPWR,0.49982641827231333
p53047,AVA,1.882823258336842e-05
p53047,BPAT,0.5647469600998611
p53047,CHPD,4.8550951073840615e-05
p53047,DOPD,0.4351817745924029
p53047,GCPD,9.274707153926925e-08
p53047,PSEI,3.79337700723826e-06
p53049,BPAT,0.9999435887326811
p53049,PACW,1.0543561327922048e-06
p53049,TPWR,5.535691118606186e-05
p53051,AVA,0.4999997583880014
