"Eastern Date Hour","Zone Name","DAM Forecast Load","GMT Start Hour"
"2015/01/01 00:00:00","CAPITL","1264","5"
"2015/01/01 00:00:00","CENTRL","1651","5"
"2015/01/01 00:00:00","DUNWOD","645","5"
"2015/01/01 00:00:00","GENESE","973","5"
"2015/01/01 00:00:00","HUD VL","1029","5"
"2015/01/01 00:00:00","LONGIL","2386","5"
"2015/01/01 00:00:00","MHK VL","761","5"
"2015/01/01 00:00:00","MILLWD","317","5"
"2015/01/01 00:00:00","N.Y.C.","5357","5"
"2015/01/01 00:00:00","NORTH","528","5"
"2015/01/01 00:00:00","WEST","1700","5"
"2015/01/01 01:00:00","CAPITL","1200","6"
"2015/01/01 01:00:00","CENTRL","1557","6"
"2015/01/01 01:00:00","DUNWOD","623","6"
"2015/01/01 01:00:00","GENESE","925","6"
"2015/01/01 01:00:00","HUD VL","985","6"
"2015/01/01 01:00:00","LONGIL","2278","6"
"2015/01/01 01:00:00","MHK VL","715","6"
"2015/01/01 01:00:00","MILLWD","311","6"
"2015/01/01 01:00:00","N.Y.C.","5179","6"
"2015/01/01 01:00:00","NORTH","539","6"
"2015/01/01 01:00:00","WEST","1614","6"
"2015/01/01 02:00:00","CAPITL","1145","7"
"2015/01/01 02:00:00","CENTRL","1514","7"
"2015/01/01 02:00:00","DUNWOD","600","7"
"2015/01/01 02:00:00","GENESE","896","7"
"2015/01/01 02:00:00","HUD VL","942","7"
"2015/01/01 02:00:00","LONGIL","2196","7"
"2015/01/01 02:00:00","MHK VL","708","7"
"2015/01/01 02:00:00","MILLWD","299","7"
"2015/01/01 02:00:00","N.Y.C.","5009","7"
"2015/01/01 02:00:00","NORTH","534","7"
"2015/01/01 02:00:00","WEST","1559","7"
"2015/01/01 03:00:00","CAPITL","1130","8"
"2015/01/01 03:00:00","CENTRL","1506","8"
"2015/01/01 03:00:00","DUNWOD","580","8"
"2015/01/01 03:00:00","GENESE","887","8"
"2015/01/01 03:00:00","HUD VL","926","8"
"2015/01/01 03:00:00","LONGIL","2139","8"
"2015/01/01 03:00:00","MHK VL","705","8"
"2015/01/01 03:00:00","MILLWD","287","8"
"2015/01/01 03:00:00","N.Y.C.","4871","8"
"2015/01/01 03:00:00","NORTH","538","8"
"2015/01/01 03:00:00","WEST","1537","8"
"2015/01/01 04:00:00","CAPITL","1114","9"
"2015/01/01 04:00:00","CENTRL","1552","9"
"2015/01/01 04:00:00","DUNWOD","569","9"
"2015/01/01 04:00:00","GENESE","893","9"
"2015/01/01 04:00:00","HUD VL","924","9"
"2015/01/01 04:00:00","LONGIL","2101","9"
"2015/01/01 04:00:00","MHK VL","722","9"
"2015/01/01 04:00:00","MILLWD","287","9"
"2015/01/01 04:00:00","N.Y.C.","4777","9"
"2015/01/01 04:00:00","NORTH","549","9"
"2015/01/01 04:00:00","WEST","1544","9"
"2015/01/01 05:00:00","CAPITL","1163","10"
"2015/01/01 05:00:00","CENTRL","1581","10"
"2015/01/01 05:00:00","DUNWOD","586","10"
"2015/01/01 05:00:00","GENESE","907","10"
"2015/01/01 05:00:00","HUD VL","947","10"
"2015/01/01 05:00:00","LONGIL","2123","10"
"2015/01/01 05:00:00","MHK VL","735","10"
"2015/01/01 05:00:00","MILLWD","302","10"
"2015/01/01 05:00:00","N.Y.C.","4811","10"
"2015/01/01 05:00:00","NORTH","549","10"
"2015/01/01 05:00:00","WEST","1566","10"
"2015/01/01 06:00:00","CAPITL","1182","11"
"2015/01/01 06:00:00","CENTRL","1596","11"
"2015/01/01 06:00:00","DUNWOD","604","11"
"2015/01/01 06:00:00","GENESE","929","11"
"2015/01/01 06:00:00","HUD VL","970","11"
"2015/01/01 06:00:00","LONGIL","2168","11"
"2015/01/01 06:00:00","MHK VL","747","11"
"2015/01/01 06:00:00","MILLWD","313","11"
"2015/01/01 06:00:00","N.Y.C.","4905","11"
"2015/01/01 06:00:00","NORTH","554","11"
"2015/01/01 06:00:00","WEST","1594","11"
"2015/01/01 07:00:00","CAPITL","1194","12"
"2015/01/01 07:00:00","CENTRL","1617","12"
"2015/01/01 07:00:00","DUNWOD","596","12"
"2015/01/01 07:00:00","GENESE","942","12"
"2015/01/01 07:00:00","HUD VL","969","12"
"2015/01/01 07:00:00","LONGIL","2150","12"
"2015/01/01 07:00:00","MHK VL","750","12"
"2015/01/01 07:00:00","MILLWD","304","12"
"2015/01/01 07:00:00","N.Y.C.","4968","12"
"2015/01/01 07:00:00","NORTH","550","12"
"2015/01/01 07:00:00","WEST","1606","12"
"2015/01/01 08:00:00","CAPITL","1227","13"
"2015/01/01 08:00:00","CENTRL","1642","13"
"2015/01/01 08:00:00","DUNWOD","597","13"
"2015/01/01 08:00:00","GENESE","960","13"
"2015/01/01 08:00:00","HUD VL","1001","13"
"2015/01/01 08:00:00","LONGIL","2164","13"
"2015/01/01 08:00:00","MHK VL","796","13"
"2015/01/01 08:00:00","MILLWD","315","13"
"2015/01/01 08:00:00","N.Y.C.","5051","13"
"2015/01/01 08:00:00","NORTH","560","13"
"2015/01/01 08:00:00","WEST","1612","13"
"2015/01/01 09:00:00","CAPITL","1294","14"
"2015/01/01 09:00:00","CENTRL","1761","14"
"2015/01/01 09:00:00","DUNWOD","619","14"
"2015/01/01 09:00:00","GENESE","979","14"
"2015/01/01 09:00:00","HUD VL","1052","14"
"2015/01/01 09:00:00","LONGIL","2263","14"
"2015/01/01 09:00:00","MHK VL","863","14"
"2015/01/01 09:00:00","MILLWD","327","14"
"2015/01/01 09:00:00","N.Y.C.","5197","14"
"2015/01/01 09:00:00","NORTH","570","14"
"2015/01/01 09:00:00","WEST","1720","14"
"2015/01/01 10:00:00","CAPITL","1355","15"
"2015/01/01 10:00:00","CENTRL","1841","15"
"2015/01/01 10:00:00","DUNWOD","650","15"
"2015/01/01 10:00:00","GENESE","1011","15"
"2015/01/01 10:00:00","HUD VL","1090","15"
"2015/01/01 10:00:00","LONGIL","2382","15"
"2015/01/01 10:00:00","MHK VL","904","15"
"2015/01/01 10:00:00","MILLWD","338","15"
"2015/01/01 10:00:00","N.Y.C.","5388","15"
"2015/01/01 10:00:00","NORTH","577","15"
"2015/01/01 10:00:00","WEST","1792","15"
"2015/01/01 11:00:00","CAPITL","1401","16"
"2015/01/01 11:00:00","CENTRL","1887","16"
"2015/01/01 11:00:00","DUNWOD","665","16"
"2015/01/01 11:00:00","GENESE","1088","16"
"2015/01/01 11:00:00","HUD VL","1114","16"
"2015/01/01 11:00:00","LONGIL","2485","16"
"2015/01/01 11:00:00","MHK VL","934","16"
"2015/01/01 11:00:00","MILLWD","342","16"
"2015/01/01 11:00:00","N.Y.C.","5554","16"
"2015/01/01 11:00:00","NORTH","577","16"
"2015/01/01 11:00:00","WEST","1782","16"
"2015/01/01 12:00:00","CAPITL","1400","17"
"2015/01/01 12:00:00","CENTRL","1889","17"
"2015/01/01 12:00:00","DUNWOD","679","17"
"2015/01/01 12:00:00","GENESE","1100","17"
"2015/01/01 12:00:00","HUD VL","1124","17"
"2015/01/01 12:00:00","LONGIL","2561","17"
"2015/01/01 12:00:00","MHK VL","934","17"
"2015/01/01 12:00:00","MILLWD","349","17"
"2015/01/01 12:00:00","N.Y.C.","5662","17"
"2015/01/01 12:00:00","NORTH","581","17"
"2015/01/01 12:00:00","WEST","1806","17"
"2015/01/01 13:00:00","CAPITL","1390","18"
"2015/01/01 13:00:00","CENTRL","1881","18"
"2015/01/01 13:00:00","DUNWOD","684","18"
"2015/01/01 13:00:00","GENESE","1110","18"
"2015/01/01 13:00:00","HUD VL","1129","18"
"2015/01/01 13:00:00","LONGIL","2582","18"
"2015/01/01 13:00:00","MHK VL","913","18"
"2015/01/01 13:00:00","MILLWD","344","18"
"2015/01/01 13:00:00","N.Y.C.","5718","18"
"2015/01/01 13:00:00","NORTH","580","18"
"2015/01/01 13:00:00","WEST","1806","18"
"2015/01/01 14:00:00","CAPITL","1364","19"
"2015/01/01 14:00:00","CENTRL","1856","19"
"2015/01/01 14:00:00","DUNWOD","682","19"
"2015/01/01 14:00:00","GENESE","1099","19"
"2015/01/01 14:00:00","HUD VL","1116","19"
"2015/01/01 14:00:00","LONGIL","2568","19"
"2015/01/01 14:00:00","MHK VL","901","19"
"2015/01/01 14:00:00","MILLWD","347","19"
"2015/01/01 14:00:00","N.Y.C.","5728","19"
"2015/01/01 14:00:00","NORTH","576","19"
"2015/01/01 14:00:00","WEST","1791","19"
"2015/01/01 15:00:00","CAPITL","1378","20"
"2015/01/01 15:00:00","CENTRL","1868","20"
"2015/01/01 15:00:00","DUNWOD","684","20"
"2015/01/01 15:00:00","GENESE","1096","20"
"2015/01/01 15:00:00","HUD VL","1122","20"
"2015/01/01 15:00:00","LONGIL","2547","20"
"2015/01/01 15:00:00","MHK VL","910","20"
"2015/01/01 15:00:00","MILLWD","347","20"
"2015/01/01 15:00:00","N.Y.C.","5733","20"
"2015/01/01 15:00:00","NORTH","580","20"
"2015/01/01 15:00:00","WEST","1784","20"
"2015/01/01 16:00:00","CAPITL","1446","21"
"2015/01/01 16:00:00","CENTRL","1934","21"
"2015/01/01 16:00:00","DUNWOD","718","21"
"2015/01/01 16:00:00","GENESE","1138","21"
"2015/01/01 16:00:00","HUD VL","1170","21"
"2015/01/01 16:00:00","LONGIL","2673","21"
"2015/01/01 16:00:00","MHK VL","930","21"
