"Eastern Date Hour","Zone Name","Zone PTID","TWI Actual Load"
"2019/01/01 00:00:00","CENTRL","61754","1597.6"
"2019/01/01 01:00:00","CENTRL","61754","1539.6"
"2019/01/01 02:00:00","CENTRL","61754","1490.6"
"2019/01/01 03:00:00","CENTRL","61754","1455.8"
"2019/01/01 04:00:00","CENTRL","61754","1426.7"
"2019/01/01 05:00:00","CENTRL","61754","1451.8"
"2019/01/01 06:00:00","CENTRL","61754","1528.3"
"2019/01/01 07:00:00","CENTRL","61754","1575.1"
"2019/01/01 08:00:00","CENTRL","61754","1617.9"
"2019/01/01 09:00:00","CENTRL","61754","1702.4"
"2019/01/01 10:00:00","CENTRL","61754","1784.8"
"2019/01/01 11:00:00","CENTRL","61754","1838.8"
"2019/01/01 12:00:00","CENTRL","61754","1867.4"
"2019/01/01 13:00:00","CENTRL","61754","1867.5"
"2019/01/01 14:00:00","CENTRL","61754","1864.7"
"2019/01/01 15:00:00","CENTRL","61754","1887"
"2019/01/01 16:00:00","CENTRL","61754","1966.7"
"2019/01/01 17:00:00","CENTRL","61754","2051.8"
"2019/01/01 18:00:00","CENTRL","61754","2036.5"
"2019/01/01 19:00:00","CENTRL","61754","2010.7"
"2019/01/01 20:00:00","CENTRL","61754","1955"
"2019/01/01 21:00:00","CENTRL","61754","1874.5"
"2019/01/01 22:00:00","CENTRL","61754","1781"
"2019/01/01 23:00:00","CENTRL","61754","1695.6"
"2019/01/02 00:00:00","CENTRL","61754","1648.4"
"2019/01/02 01:00:00","CENTRL","61754","1632.3"
"2019/01/02 02:00:00","CENTRL","61754","1611.3"
"2019/01/02 03:00:00","CENTRL","61754","1615.2"
"2019/01/02 04:00:00","CENTRL","61754","1662.6"
"2019/01/02 05:00:00","CENTRL","61754","1775.5"
"2019/01/02 06:00:00","CENTRL","61754","1962.1"
"2019/01/02 07:00:00","CENTRL","61754","2087.1"
"2019/01/02 08:00:00","CENTRL","61754","2095.8"
"2019/01/02 09:00:00","CENTRL","61754","2089.1"
"2019/01/02 10:00:00","CENTRL","61754","2097.3"
"2019/01/02 11:00:00","CENTRL","61754","2081.3"
"2019/01/02 12:00:00","CENTRL","61754","2058.7"
"2019/01/02 13:00:00","CENTRL","61754","2073"
"2019/01/02 14:00:00","CENTRL","61754","2085.3"
"2019/01/02 15:00:00","CENTRL","61754","2098.2"
"2019/01/02 16:00:00","CENTRL","61754","2160.2"
"2019/01/02 17:00:00","CENTRL","61754","2249.5"
"2019/01/02 18:00:00","CENTRL","61754","2234.7"
"2019/01/02 19:00:00","CENTRL","61754","2188.5"
"2019/01/02 20:00:00","CENTRL","61754","2112.2"
"2019/01/02 21:00:00","CENTRL","61754","2009.7"
"2019/01/02 22:00:00","CENTRL","61754","1858.5"
"2019/01/02 23:00:00","CENTRL","61754","1748.7"
"2019/01/03 00:00:00","CENTRL","61754","1697"
"2019/01/03 01:00:00","CENTRL","61754","1657.8"
"2019/01/03 02:00:00","CENTRL","61754","1634.3"
"2019/01/03 03:00:00","CENTRL","61754","1630.6"
"2019/01/03 04:00:00","CENTRL","61754","1658"
