"Eastern Date Hour","Zone Name","DAM Forecast Load","GMT Start Hour"
"2017/01/01 00:00:00","CAPITL","1205","5"
"2017/01/01 00:00:00","CENTRL","1523","5"
"2017/01/01 00:00:00","DUNWOD","613","5"
"2017/01/01 00:00:00","GENESE","913","5"
"2017/01/01 00:00:00","HUD VL","951","5"
"2017/01/01 00:00:00","LONGIL","2131","5"
"2017/01/01 00:00:00","MHK VL","650","5"
"2017/01/01 00:00:00","MILLWD","296","5"
"2017/01/01 00:00:00","N.Y.C.","5065","5"
"2017/01/01 00:00:00","NORTH","492","5"
"2017/01/01 00:00:00","WEST","1574","5"
"2017/01/01 01:00:00","CAPITL","1162","6"
"2017/01/01 01:00:00","CENTRL","1467","6"
"2017/01/01 01:00:00","DUNWOD","593","6"
"2017/01/01 01:00:00","GENESE","880","6"
"2017/01/01 01:00:00","HUD VL","905","6"
"2017/01/01 01:00:00","LONGIL","2029","6"
"2017/01/01 01:00:00","MHK VL","621","6"
"2017/01/01 01:00:00","MILLWD","278","6"
"2017/01/01 01:00:00","N.Y.C.","4934","6"
"2017/01/01 01:00:00","NORTH","483","6"
"2017/01/01 01:00:00","WEST","1527","6"
"2017/01/01 02:00:00","CAPITL","1131","7"
"2017/01/01 02:00:00","CENTRL","1429","7"
"2017/01/01 02:00:00","DUNWOD","575","7"
"2017/01/01 02:00:00","GENESE","856","7"
"2017/01/01 02:00:00","HUD VL","870","7"
"2017/01/01 02:00:00","LONGIL","1951","7"
"2017/01/01 02:00:00","MHK VL","597","7"
"2017/01/01 02:00:00","MILLWD","270","7"
"2017/01/01 02:00:00","N.Y.C.","4812","7"
"2017/01/01 02:00:00","NORTH","478","7"
"2017/01/01 02:00:00","WEST","1495","7"
"2017/01/01 03:00:00","CAPITL","1114","8"
"2017/01/01 03:00:00","CENTRL","1411","8"
"2017/01/01 03:00:00","DUNWOD","562","8"
"2017/01/01 03:00:00","GENESE","845","8"
"2017/01/01 03:00:00","HUD VL","855","8"
"2017/01/01 03:00:00","LONGIL","1900","8"
"2017/01/01 03:00:00","MHK VL","584","8"
"2017/01/01 03:00:00","MILLWD","259","8"
"2017/01/01 03:00:00","N.Y.C.","4728","8"
"2017/01/01 03:00:00","NORTH","474","8"
"2017/01/01 03:00:00","WEST","1478","8"
"2017/01/01 04:00:00","CAPITL","1106","9"
"2017/01/01 04:00:00","CENTRL","1405","9"
"2017/01/01 04:00:00","DUNWOD","557","9"
"2017/01/01 04:00:00","GENESE","840","9"
"2017/01/01 04:00:00","HUD VL","850","9"
"2017/01/01 04:00:00","LONGIL","1871","9"
"2017/01/01 04:00:00","MHK VL","581","9"
"2017/01/01 04:00:00","MILLWD","254","9"
"2017/01/01 04:00:00","N.Y.C.","4665","9"
"2017/01/01 04:00:00","NORTH","472","9"
"2017/01/01 04:00:00","WEST","1469","9"
"2017/01/01 05:00:00","CAPITL","1097","10"
"2017/01/01 05:00:00","CENTRL","1403","10"
"2017/01/01 05:00:00","DUNWOD","550","10"
"2017/01/01 05:00:00","GENESE","836","10"
"2017/01/01 05:00:00","HUD VL","848","10"
"2017/01/01 05:00:00","LONGIL","1843","10"
"2017/01/01 05:00:00","MHK VL","586","10"
"2017/01/01 05:00:00","MILLWD","251","10"
"2017/01/01 05:00:00","N.Y.C.","4605","10"
"2017/01/01 05:00:00","NORTH","474","10"
"2017/01/01 05:00:00","WEST","1463","10"
"2017/01/01 06:00:00","CAPITL","1077","11"
"2017/01/01 06:00:00","CENTRL","1390","11"
"2017/01/01 06:00:00","DUNWOD","535","11"
"2017/01/01 06:00:00","GENESE","822","11"
"2017/01/01 06:00:00","HUD VL","839","11"
"2017/01/01 06:00:00","LONGIL","1796","11"
"2017/01/01 06:00:00","MHK VL","584","11"
"2017/01/01 06:00:00","MILLWD","247","11"
"2017/01/01 06:00:00","N.Y.C.","4501","11"
"2017/01/01 06:00:00","NORTH","475","11"
"2017/01/01 06:00:00","WEST","1448","11"
"2017/01/01 07:00:00","CAPITL","1086","12"
"2017/01/01 07:00:00","CENTRL","1413","12"
"2017/01/01 07:00:00","DUNWOD","522","12"
"2017/01/01 07:00:00","GENESE","824","12"
"2017/01/01 07:00:00","HUD VL","837","12"
"2017/01/01 07:00:00","LONGIL","1750","12"
"2017/01/01 07:00:00","MHK VL","595","12"
"2017/01/01 07:00:00","MILLWD","244","12"
"2017/01/01 07:00:00","N.Y.C.","4390","12"
"2017/01/01 07:00:00","NORTH","481","12"
"2017/01/01 07:00:00","WEST","1450","12"
"2017/01/01 08:00:00","CAPITL","1152","13"
"2017/01/01 08:00:00","CENTRL","1472","13"
"2017/01/01 08:00:00","DUNWOD","535","13"
"2017/01/01 08:00:00","GENESE","849","13"
"2017/01/01 08:00:00","HUD VL","884","13"
"2017/01/01 08:00:00","LONGIL","1800","13"
"2017/01/01 08:00:00","MHK VL","651","13"
"2017/01/01 08:00:00","MILLWD","252","13"
"2017/01/01 08:00:00","N.Y.C.","4437","13"
"2017/01/01 08:00:00","NORTH","496","13"
"2017/01/01 08:00:00","WEST","1471","13"
