"Eastern Date Hour","Zone Name","Zone PTID","TWI Actual Load"
"2020/01/01 00:00:00","CAPITL","61757","1180.6"
"2020/01/01 01:00:00","CAPITL","61757","1135.7"
"2020/01/01 02:00:00","CAPITL","61757","1107.1"
"2020/01/01 03:00:00","CAPITL","61757","1095.1"
"2020/01/01 04:00:00","CAPITL","61757","1099.7"
"2020/01/01 05:00:00","CAPITL","61757","1117.4"
"2020/01/01 06:00:00","CAPITL","61757","1138.4"
"2020/01/01 07:00:00","CAPITL","61757","1169.9"
"2020/01/01 08:00:00","CAPITL","61757","1206.7"
"2020/01/01 09:00:00","CAPITL","61757","1264.3"
"2020/01/01 10:00:00","CAPITL","61757","1306.1"
"2020/01/01 11:00:00","CAPITL","61757","1317.4"
"2020/01/01 12:00:00","CAPITL","61757","1323.2"
"2020/01/01 13:00:00","CAPITL","61757","1324.5"
"2020/01/01 14:00:00","CAPITL","61757","1320.4"
"2020/01/01 15:00:00","CAPITL","61757","1345.7"
"2020/01/01 16:00:00","CAPITL","61757","1438.3"
"2020/01/01 17:00:00","CAPITL","61757","1522"
"2020/01/01 18:00:00","CAPITL","61757","1509.3"
"2020/01/01 19:00:00","CAPITL","61757","1475.3"
"2020/01/01 20:00:00","CAPITL","61757","1426"
"2020/01/01 21:00:00","CAPITL","61757","1355.6"
"2020/01/01 22:00:00","CAPITL","61757","1258.9"
"2020/01/01 23:00:00","CAPITL","61757","1175.1"
"2020/01/02 00:00:00","CAPITL","61757","1137.9"
"2020/01/02 01:00:00","CAPITL","61757","1112.9"
"2020/01/02 02:00:00","CAPITL","61757","1103.8"
"2020/01/02 03:00:00","CAPITL","61757","1112.1"
"2020/01/02 04:00:00","CAPITL","61757","1134.1"
"2020/01/02 05:00:00","CAPITL","61757","1201.8"
"2020/01/02 06:00:00","CAPITL","61757","1311.5"
"2020/01/02 07:00:00","CAPITL","61757","1394.5"
"2020/01/02 08:00:00","CAPITL","61757","1419.3"
"2020/01/02 09:00:00","CAPITL","61757","1423.9"
"2020/01/02 10:00:00","CAPITL","61757","1426.6"
"2020/01/02 11:00:00","CAPITL","61757","1401"
"2020/01/02 12:00:00","CAPITL","61757","1311.5"
"2020/01/02 13:00:00","CAPITL","61757","1279.7"
"2020/01/02 14:00:00","CAPITL","61757","1308.9"
"2020/01/02 15:00:00","CAPITL","61757","1377.2"
"2020/01/02 16:00:00","CAPITL","61757","1467.4"
"2020/01/02 17:00:00","CAPITL","61757","1551.7"
