MarketHour, CSWS, EDE, GRDA, INDN, KACY, KCPL, LES, MPS, NPPD, OKGE, OPPD, SECI, SPRM, SPS, WAUE, WFEC, WR
10/01/2021 06:00:00,4446.648,444.193,689.485,97.770,262.402,1668.242,325.343,779.855,1477.019,3036.997,1260.113,535.928,339.126,3160.751,3036.162,863.838,3102.701
10/01/2021 07:00:00,4262.128,421.334,677.740,92.028,254.766,1585.545,306.255,737.879,1449.029,2910.459,1207.943,521.226,319.525,3126.665,2985.930,836.220,3000.325
10/01/2021 08:00:00,4153.504,411.699,668.820,88.371,249.438,1530.789,297.335,702.876,1458.743,2841.112,1178.439,515.220,311.750,3087.734,2983.232,817.660,2915.484
10/01/2021 09:00:00,4076.329,404.228,666.559,88.495,247.485,1496.606,292.870,706.100,1464.869,2805.905,1157.883,512.763,307.720,3078.311,2962.886,812.417,2882.419
10/01/2021 10:00:00,4086.396,410.218,669.468,89.101,248.166,1512.281,293.651,712.534,1449.902,2826.983,1158.570,525.593,310.991,3090.220,3007.634,814.002,2894.503
10/01/2021 11:00:00,4231.428,433.940,678.979,93.916,259.923,1600.451,311.032,753.913,1523.528,2921.611,1209.389,540.189,326.239,3105.766,3096.455,827.560,3017.592
10/01/2021 12:00:00,4570.100,483.067,692.900,101.844,281.779,1772.202,349.238,843.348,1632.428,3117.735,1310.375,575.389,356.046,3180.430,3226.122,864.602,3307.756
10/01/2021 13:00:00,4761.694,510.595,708.889,107.472,293.857,1876.542,382.673,899.326,1736.257,3280.849,1394.037,600.401,375.700,3251.100,3389.467,889.180,3461.558
10/01/2021 14:00:00,4910.533,533.379,740.073,111.156,296.623,1899.290,392.566,920.107,1763.050,3373.981,1420.842,610.635,391.330,3242.458,3381.554,906.850,3541.645
10/01/2021 15:00:00,5107.338,553.879,759.026,115.332,297.854,1935.637,400.332,943.930,1742.929,3444.010,1443.588,615.698,403.873,3261.090,3396.293,925.530,3593.637
10/01/2021 16:00:00,5329.706,576.403,771.785,119.788,306.013,1990.842,408.997,965.141,1787.234,3546.833,1457.978,624.418,421.463,3281.851,3406.270,945.949,3649.864
10/01/2021 17:00:00,5523.342,592.255,788.147,124.423,314.288,2058.351,417.602,1007.149,1802.770,3672.251,1475.258,632.180,442.655,3290.742,3453.757,948.001,3716.381
10/01/2021 18:00:00,5688.397,604.499,803.629,130.376,318.257,2125.587,430.753,1043.270,1804.921,3795.857,1489.969,639.898,453.932,3301.385,3472.684,958.875,3771.936
10/01/2021 19:00:00,5885.349,629.373,814.088,136.024,322.763,2162.223,436.415,1074.165,1785.323,3883.634,1496.833,632.937,474.208,3335.200,3479.060,994.214,3861.138
10/01/2021 20:00:00,5928.604,645.545,825.407,138.586,327.640,2233.228,432.582,1100.328,1809.465,3889.122,1523.145,628.762,478.043,3329.106,3471.873,1006.664,3900.455
