MarketHour, CSWS, EDE, GRDA, INDN, KACY, KCPL, LES, MPS, NPPD, OKGE, OPPD, SECI, SPRM, SPS, WAUE, WFEC, WR
04/01/2020 06:00:00,3765.123,418.350,704.613,70.758,196.436,1211.988,258.817,699.194,1302.765,2777.381,987.172,518.245,259.549,3351.205,2906.919,843.878,2645.082
04/01/2020 07:00:00,3662.915,412.208,700.404,68.232,194.061,1178.120,248.712,672.589,1277.350,2723.624,961.355,507.216,252.303,3296.081,2925.840,846.076,2583.604
04/01/2020 08:00:00,3622.226,413.076,696.776,66.783,189.788,1161.986,243.193,646.443,1268.401,2692.990,951.983,508.575,251.468,3268.681,2938.699,825.236,2562.470
04/01/2020 09:00:00,3626.929,419.461,699.918,66.731,190.844,1150.269,240.612,651.746,1285.985,2695.535,952.520,511.368,251.535,3254.866,3001.490,832.641,2554.670
04/01/2020 10:00:00,3691.533,434.433,707.977,69.261,192.922,1165.572,245.067,673.585,1293.328,2732.474,963.950,518.595,257.993,3266.998,3062.606,841.081,2580.323
04/01/2020 11:00:00,3882.371,468.650,715.382,73.946,199.277,1183.979,260.740,716.991,1368.814,2800.362,1005.193,533.290,274.912,3305.995,3149.936,873.484,2695.905
04/01/2020 12:00:00,4181.467,512.413,639.342,80.135,216.199,1292.624,286.810,788.141,1487.399,2995.602,1095.651,561.737,302.209,3392.795,3297.435,927.292,2892.946
04/01/2020 13:00:00,4418.532,539.809,652.720,83.116,216.560,1351.394,310.902,824.046,1586.898,3088.341,1151.909,584.901,312.383,3485.943,3402.795,949.674,3029.186
04/01/2020 14:00:00,4514.952,538.509,660.981,84.351,222.382,1453.120,323.872,836.819,1607.488,3141.081,1183.586,605.517,318.664,3537.279,3481.791,947.637,3096.966
04/01/2020 15:00:00,4471.119,520.703,662.382,82.403,225.306,1489.144,329.303,828.136,1604.341,3207.235,1196.058,620.102,317.169,3580.181,3502.383,926.401,3128.613
04/01/2020 16:00:00,4447.452,511.266,696.800,81.765,231.187,1486.109,335.446,819.351,1598.712,3220.618,1200.231,628.880,315.987,3595.169,3508.192,917.917,3160.894
04/01/2020 17:00:00,4383.970,495.724,710.404,82.066,230.678,1455.012,340.677,817.588,1587.118,3212.192,1213.074,638.348,316.667,3610.330,3511.532,902.414,3172.199
04/01/2020 18:00:00,4411.069,492.109,717.169,81.290,231.200,1432.884,345.004,822.979,1532.394,3204.006,1220.725,635.957,318.173,3616.214,3484.408,897.868,3166.783
04/01/2020 19:00:00,4407.122,487.810,705.155,82.060,228.963,1418.722,343.445,827.027,1526.723,3207.439,1224.859,604.821,316.927,3629.017,3450.282,897.126,3139.157
04/01/2020 20:00:00,4425.865,485.002,700.922,82.146,225.531,1391.443,341.853,814.390,1505.240,3187.985,1219.984,587.195,315.207,3627.984,3402.421,894.553,3101.175
04/01/2020 21:00:00,4425.474,485.151,685.527,83.428,218.887,1375.787,339.528,826.129,1498.137,3190.838,1210.440,569.598,314.598,3650.091,3369.334,912.203,3074.034
04/01/2020 22:00:00,4451.994,481.324,645.240,87.514,220.088,1363.886,340.456,828.949,1501.646,3178.064,1203.985,563.271,316.193,3664.424,3388.049,914.338,3056.263
04/01/2020 23:00:00,4457.153,485.857,643.409,90.670,218.775,1389.291,342.525,855.059,1481.003,3179.698,1205.002,565.886,314.237,3683.786,3425.631,925.355,3064.856
04/02/2020 00:00:00,4430.337,490.508,641.999,92.810,218.225,1379.061,339.503,860.297,1501.887,3174.436,1199.654,567.713,312.091,3698.083,3491.474,924.756,3059.185
04/02/2020 01:00:00,4451.143,493.210,639.172,93.990,219.489,1388.210,333.271,872.439,1505.413,3159.128,1190.247,575.678,315.136,3664.653,3491.107,930.742,3053.115
04/02/2020 02:00:00,4493.303,504.946,650.063,95.582,227.168,1399.467,335.804,882.840,1543.120,3237.616,1216.680,582.699,320.782,3690.742,3514.506,960.029,3118.420
04/02/2020 03:00:00,4352.904,483.042,676.979,90.814,219.728,1336.430,321.067,823.150,1511.234,3154.448,1171.713,576.533,306.831,3629.282,3477.053,942.333,3026.817
04/02/2020 04:00:00,4099.310,449.693,678.076,82.862,212.706,1244.893,296.675,764.917,1443.356,3010.082,1098.959,558.776,287.974,3550.552,3371.163,905.947,2860.855
04/02/2020 05:00:00,3863.116,416.184,662.823,76.459,204.399,1159.692,273.659,705.541,1368.417,2823.217,1026.849,542.444,269.983,3435.332,3271.505,857.054,2685.242
04/02/2020 06:00:00,3652.057,395.934,684.747,71.962,197.221,1097.239,260.074,660.533,1327.431,2722.718,977.019,525.733,256.512,3344.410,3225.556,825.413,2586.633
04/02/2020 07:00:00,3543.413,384.213,697.439,68.549,190.377,1065.259,249.219,646.076,1293.736,2651.418,946.319,513.430,245.722,3288.163,3193.907,816.347,2529.768
04/02/2020 08:00:00,3486.494,378.328,694.775,66.753,187.852,1059.953,242.434,636.841,1295.809,2625.110,931.355,512.748,242.505,3244.401,3199.130,809.346,2480.458
04/02/2020 09:00:00,3475.410,378.473,695.215,66.133,185.877,1082.108,239.419,643.199,1321.988,2570.265,924.422,515.706,240.828,3230.839,3223.136,808.910,2485.377
04/02/2020 10:00:00,3523.326,389.816,649.365,67.885,186.742,1061.309,242.292,641.103,1359.969,2620.956,941.702,521.188,243.261,3241.695,3284.612,817.153,2520.815
04/02/2020 11:00:00,3657.260,420.321,618.743,71.426,194.637,1121.725,256.339,683.245,1434.099,2729.907,986.453,532.661,261.459,3274.855,3384.462,834.207,2618.473
04/02/2020 12:00:00,3927.666,458.112,625.206,77.039,202.940,1215.901,279.736,734.000,1539.059,2895.289,1067.208,559.676,284.827,3373.554,3547.214,870.328,2790.552
04/02/2020 13:00:00,4100.405,482.206,634.859,79.784,205.934,1293.363,303.643,773.555,1630.543,3022.443,1122.432,583.903,298.977,3436.091,3695.207,900.731,2914.231
04/02/2020 14:00:00,4238.983,490.937,643.891,83.093,218.605,1362.294,320.846,791.445,1689.885,3053.407,1158.345,606.027,306.825,3457.387,3789.633,904.909,3004.337
04/02/2020 15:00:00,4323.579,491.854,650.226,84.909,226.418,1375.602,330.233,803.581,1745.021,3122.582,1191.800,631.641,309.370,3503.874,3819.752,907.706,3074.535
04/02/2020 16:00:00,4406.926,489.396,651.992,88.589,231.874,1370.328,340.140,825.017,1779.944,3179.991,1214.725,671.002,317.158,3556.090,3820.380,917.398,3106.263
