MarketHour, CSWS, EDE, GRDA, INDN, KACY, KCPL, LES, MPS, NPPD, OKGE, OPPD, SECI, SPRM, SPS, WAUE, WFEC, WR
05/01/2021 06:00:00,3943.986,386.209,786.362,79.808,205.467,1383.806,296.277,788.293,1390.724,2901.582,1192.591,620.659,273.937,3714.082,2638.984,829.146,2827.546
05/01/2021 07:00:00,3804.510,364.870,792.140,73.882,195.840,1308.140,278.284,745.898,1328.747,2793.895,1139.183,599.877,257.443,3648.693,2562.360,805.238,2695.328
05/01/2021 08:00:00,3710.969,356.002,772.559,70.257,191.556,1258.413,266.387,721.846,1307.944,2712.895,1102.148,601.144,248.212,3602.857,2533.204,788.085,2624.332
05/01/2021 09:00:00,3637.207,352.609,780.501,68.604,189.850,1228.884,257.769,706.711,1298.197,2667.711,1078.196,575.994,243.534,3575.850,2532.062,770.672,2577.028
05/01/2021 10:00:00,3622.662,353.218,784.841,68.265,188.402,1221.548,254.651,697.978,1287.108,2640.758,1068.120,605.590,243.039,3565.139,2545.253,767.301,2563.927
05/01/2021 11:00:00,3646.437,367.913,785.992,70.133,189.567,1240.848,258.568,710.728,1315.251,2677.846,1078.657,598.178,248.176,3578.494,2588.302,778.353,2602.974
05/01/2021 12:00:00,3703.072,381.577,777.460,71.393,186.210,1256.457,264.049,714.689,1352.555,2724.909,1092.304,614.051,250.056,3599.294,2642.639,785.902,2651.990
05/01/2021 13:00:00,3840.374,404.219,753.419,74.820,188.052,1321.203,278.919,746.029,1414.409,2790.468,1150.836,627.820,258.970,3624.346,2751.426,813.176,2744.237
05/01/2021 14:00:00,4056.939,427.270,658.762,80.097,200.628,1418.483,305.659,798.691,1471.608,2895.150,1237.286,631.098,276.721,3679.463,2862.894,841.829,2891.552
05/01/2021 15:00:00,4202.184,440.909,668.460,84.984,211.323,1505.735,329.984,854.721,1508.680,3012.662,1314.751,664.284,291.582,3749.236,2975.601,912.545,3029.136
05/01/2021 16:00:00,4323.820,449.794,690.466,89.876,219.012,1577.023,352.230,867.870,1525.466,3129.621,1392.537,682.358,303.697,3804.957,3041.224,917.762,3167.183
05/01/2021 17:00:00,4459.382,458.054,696.102,96.234,223.920,1636.275,369.895,901.993,1552.891,3201.691,1462.610,688.989,311.870,3852.582,3066.757,904.668,3247.106
05/01/2021 18:00:00,4498.393,464.441,700.679,100.514,229.402,1681.449,384.430,927.265,1595.536,3221.428,1511.278,683.398,319.084,3895.303,3091.369,903.832,3308.088
05/01/2021 19:00:00,4531.489,477.169,763.285,105.421,235.216,1725.489,394.924,976.971,1640.767,3241.865,1568.170,686.600,326.355,3940.242,3095.772,907.259,3387.925
05/01/2021 20:00:00,4582.551,491.625,801.905,111.785,240.637,1771.819,406.397,990.683,1638.999,3279.539,1608.734,700.138,337.773,3993.857,3108.663,903.505,3473.087
05/01/2021 21:00:00,4626.724,502.610,780.783,116.659,244.673,1812.533,418.731,1028.017,1652.136,3354.499,1647.674,688.627,351.564,4050.251,3108.038,909.360,3550.977
05/01/2021 22:00:00,4697.418,508.276,710.315,121.127,246.910,1835.824,434.140,1049.497,1715.569,3387.649,1695.278,716.255,353.213,4103.219,3093.460,928.678,3594.223
05/01/2021 23:00:00,4673.980,513.103,709.488,122.717,242.342,1812.264,443.590,1048.212,1724.661,3431.544,1722.300,698.546,354.580,4139.516,3117.661,938.844,3578.338
05/02/2021 00:00:00,4631.535,503.616,704.479,118.251,235.213,1745.147,439.084,1019.041,1726.750,3407.829,1689.533,723.111,348.693,4129.494,3116.872,942.640,3528.207
05/02/2021 01:00:00,4589.012,494.776,697.292,113.196,229.998,1676.561,419.249,992.126,1715.020,3360.979,1610.570,701.751,339.383,4110.038,3120.221,937.059,3439.637
05/02/2021 02:00:00,4635.925,503.430,697.545,110.483,233.011,1666.732,402.578,967.190,1689.350,3384.696,1541.791,692.731,343.240,4034.045,3114.096,948.255,3395.446
05/02/2021 03:00:00,4547.204,489.720,692.519,105.810,232.565,1615.500,386.322,919.712,1635.093,3363.586,1489.421,671.879,330.296,3990.336,3066.764,954.768,3324.923
05/02/2021 04:00:00,4355.608,457.202,678.556,97.436,220.911,1522.895,357.541,864.332,1581.582,3255.159,1391.393,656.125,309.163,3894.047,3002.764,928.095,3151.721
05/02/2021 05:00:00,4129.394,423.092,776.392,88.716,212.762,1423.487,327.926,809.141,1491.955,3069.462,1288.776,612.879,287.963,3772.977,2927.576,878.352,2956.688
05/02/2021 06:00:00,3935.182,397.237,791.327,81.644,203.388,1334.226,302.508,753.625,1435.188,2917.693,1211.708,595.232,268.657,3653.637,2839.234,839.158,2800.687
05/02/2021 07:00:00,3779.030,378.826,782.556,76.766,198.495,1284.208,283.259,724.885,1399.739,2806.581,1154.827,556.582,254.902,3590.776,2801.002,817.937,2694.411
05/02/2021 08:00:00,3683.117,368.634,776.057,72.515,193.026,1243.111,270.873,712.988,1344.361,2736.898,1116.406,542.830,246.500,3524.510,2756.825,804.037,2641.385
05/02/2021 09:00:00,3627.396,360.288,778.566,70.544,190.643,1222.708,263.003,675.773,1305.229,2689.616,1092.508,544.198,241.538,3505.020,2730.232,797.917,2602.052
05/02/2021 10:00:00,3601.111,356.334,777.170,70.268,188.452,1213.089,260.013,683.561,1306.960,2692.805,1080.551,576.250,239.689,3481.176,2726.375,792.016,2598.106
05/02/2021 11:00:00,3626.680,362.854,779.656,70.890,189.001,1226.872,261.396,701.312,1312.072,2703.498,1081.112,602.223,244.335,3508.691,2697.067,794.636,2622.610
05/02/2021 12:00:00,3665.160,371.515,778.766,71.414,184.257,1223.348,264.559,717.820,1314.010,2714.497,1078.725,600.074,244.484,3536.293,2681.096,796.908,2649.563
05/02/2021 13:00:00,3723.911,389.802,743.763,73.843,187.695,1254.277,277.499,731.912,1344.878,2744.313,1115.440,594.097,248.896,3523.655,2713.263,812.034,2697.978
05/02/2021 14:00:00,3940.868,423.317,662.052,80.248,197.677,1352.748,301.958,791.401,1425.034,2878.689,1177.264,618.981,265.685,3574.520,2790.478,865.053,2834.723
05/02/2021 15:00:00,4120.595,444.889,669.747,86.578,210.960,1465.327,333.363,828.609,1452.129,3010.756,1253.486,603.109,280.044,3635.805,2858.244,898.220,2980.019
05/02/2021 16:00:00,4232.642,453.871,682.435,93.959,219.135,1537.539,365.730,866.155,1467.396,3087.059,1349.312,634.982,291.414,3694.692,2893.822,911.076,3074.264
05/02/2021 17:00:00,4364.368,457.523,689.989,102.239,223.947,1594.787,391.532,911.762,1488.184,3138.448,1427.819,624.692,299.717,3790.287,2904.685,921.645,3161.221
05/02/2021 18:00:00,4547.189,459.361,691.924,109.461,229.245,1634.772,412.307,931.237,1530.544,3207.352,1489.500,640.550,305.919,3909.899,2913.411,937.274,3230.167
05/02/2021 19:00:00,4711.882,463.771,686.511,111.924,234.274,1662.909,421.875,939.152,1586.030,3263.727,1531.659,653.127,307.592,4019.194,2904.833,950.067,3269.644
05/02/2021 20:00:00,4883.556,469.959,690.314,113.079,235.140,1675.353,436.738,968.029,1601.295,3311.668,1587.980,657.845,310.852,4140.987,2879.879,961.329,3284.855
05/02/2021 21:00:00,5040.830,481.866,699.244,115.018,241.382,1708.090,451.987,989.589,1637.619,3416.852,1651.410,674.671,315.365,4243.081,2896.767,982.018,3328.230
05/02/2021 22:00:00,5163.846,488.011,704.307,117.965,245.457,1726.654,468.693,1004.545,1682.962,3520.327,1701.891,690.551,318.998,4319.688,2936.049,1008.911,3384.451
