MarketHour, CSWS, EDE, GRDA, INDN, KACY, KCPL, LES, MPS, NPPD, OKGE, OPPD, SECI, SPRM, SPS, WAUE, WFEC, WR
04/01/2022 06:00:00,4338.520,602.741,755.969,102.323,258.352,1685.890,328.103,974.036,1747.143,3233.303,1280.514,631.777,350.882,3496.983,3522.334,962.923,3233.093
04/01/2022 07:00:00,4291.955,601.366,795.006,100.953,254.339,1703.532,323.671,937.468,1734.644,3198.943,1269.734,615.714,345.225,3488.218,3479.520,974.261,3210.434
04/01/2022 08:00:00,4295.613,605.664,797.598,99.931,251.212,1708.816,325.405,938.352,1688.821,3169.397,1272.248,613.941,343.594,3471.959,3444.786,973.979,3206.391
04/01/2022 09:00:00,4338.359,613.588,800.840,102.075,254.476,1725.329,327.594,948.337,1731.670,3209.006,1279.537,615.073,345.151,3465.056,3442.423,981.423,3221.160
04/01/2022 10:00:00,4496.847,634.159,760.334,105.920,262.683,1781.787,337.862,965.189,1766.688,3276.479,1307.919,619.034,353.615,3484.517,3504.767,999.283,3274.670
04/01/2022 11:00:00,4785.931,677.186,776.088,113.316,273.724,1882.159,364.320,1027.834,1837.858,3455.959,1362.909,630.053,374.392,3530.354,3636.399,1040.397,3436.994
04/01/2022 12:00:00,5263.618,740.379,831.127,123.109,291.099,1991.058,407.912,1167.311,1973.990,3741.197,1466.285,664.422,406.710,3645.544,3881.378,1118.114,3726.078
04/01/2022 13:00:00,5480.308,760.063,841.057,125.941,291.525,2033.279,432.687,1217.798,2066.461,3911.998,1530.214,699.334,419.739,3752.597,4055.005,1161.383,3867.291
04/01/2022 14:00:00,5374.675,719.754,809.406,120.139,290.397,1996.984,425.850,1156.944,2022.739,3877.218,1514.451,707.000,412.758,3765.544,4059.405,1124.742,3816.460
04/01/2022 15:00:00,5202.882,655.873,804.595,112.875,283.467,1907.517,408.971,1086.431,1955.444,3790.445,1489.256,689.068,394.938,3752.270,3929.596,1060.641,3706.395
04/01/2022 16:00:00,5016.593,595.134,784.683,106.299,277.429,1848.075,397.470,1022.129,1925.610,3688.277,1467.253,688.982,380.901,3716.916,3837.704,1031.296,3650.916
04/01/2022 17:00:00,4855.747,553.443,773.938,102.069,268.617,1813.489,385.844,898.145,1849.932,3611.970,1442.667,693.208,366.640,3681.647,3762.890,999.542,3575.294
04/01/2022 18:00:00,4714.749,521.191,763.151,98.536,262.214,1729.068,375.886,905.085,1936.961,3511.398,1417.945,678.088,353.918,3655.342,3683.547,969.866,3485.565
04/01/2022 19:00:00,4621.203,497.091,763.192,94.821,257.736,1650.608,368.462,949.529,1938.452,3424.460,1397.672,675.073,344.838,3670.151,3666.742,933.685,3423.595
04/01/2022 20:00:00,4543.404,478.255,746.050,92.983,253.199,1639.312,359.345,874.144,1897.329,3371.210,1382.627,666.949,337.229,3675.037,3620.990,927.745,3357.172
04/01/2022 21:00:00,4502.822,469.127,737.764,91.252,246.337,1614.841,352.937,853.256,1853.008,3325.481,1359.287,648.045,327.017,3699.018,3628.676,940.137,3285.539
04/01/2022 22:00:00,4484.200,461.895,733.956,92.097,239.801,1553.946,351.687,885.145,1683.626,3299.490,1343.776,633.763,323.915,3691.860,3633.026,945.723,3238.468
04/01/2022 23:00:00,4452.010,462.699,730.624,93.272,235.338,1516.677,351.504,897.284,1675.436,3284.510,1334.648,625.142,323.082,3676.805,3631.616,964.614,3199.247
04/02/2022 00:00:00,4436.042,469.796,741.237,96.115,231.551,1477.342,347.875,940.956,1666.564,3233.716,1326.229,612.369,322.281,3663.539,3618.517,956.726,3178.808
04/02/2022 01:00:00,4454.628,484.889,726.654,100.155,235.720,1509.513,344.664,953.382,1670.842,3276.862,1332.513,612.531,328.115,3646.035,3655.726,940.378,3202.187
04/02/2022 02:00:00,4549.508,505.557,726.388,102.571,249.543,1581.321,345.137,943.559,1715.984,3294.321,1341.322,638.780,335.411,3703.641,3672.792,951.249,3254.063
04/02/2022 03:00:00,4429.015,499.342,717.864,99.071,246.649,1561.001,333.421,910.187,1745.424,3215.538,1303.527,630.148,325.732,3727.472,3635.131,948.018,3218.146
