timestamp,subba,value,subba-name,parent,parent-name
2024-01-01 00:00:00,PGAE,10349.98,Pacific Gas and Electric,CISO,California Independent System Operator
2024-01-01 00:00:00,0001,12516.0,Zone 1,MISO,"Midcontinent Independent System Operator, Inc."
2024-01-01 00:00:00,0004,5332.0,Zone 4,MISO,"Midcontinent Independent System Operator, Inc."
2024-01-01 00:00:00,AP,6223.0,Allegheny Power zone,PJM,"PJM Interconnection, LLC"
2024-01-01 00:00:00,0027,17526.0,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc."
2024-01-01 00:00:00,0035,10928.0,Zones 3 and 5,MISO,"Midcontinent Independent System Operator, Inc."
2024-01-01 00:00:00,8910,17384.0,"Zones 8, 9, and 10",MISO,"Midcontinent Independent System Operator, Inc."
2024-01-01 00:00:00,4002,1450.1,New Hampshire,ISNE,ISO New England
2024-01-01 00:00:00,4008,3125.4,Northeast Mass.,ISNE,ISO New England
2024-01-01 00:00:00,ZONK,2485.0,Long Island,NYIS,New York Independent System Operator
2024-01-01 00:00:00,ZONE,894.0,Mohawk Valley,NYIS,New York Independent System Operator
2024-01-01 00:00:00,ZONH,371.0,Millwood,NYIS,New York Independent System Operator
2024-01-01 00:00:00,SOUT,3534.6692,South,ERCO,"Electric Reliability Council of Texas, Inc."
2024-01-01 00:00:00,ZONJ,5448.0,New York City,NYIS,New York Independent System Operator
2024-01-01 00:00:00,4004,3634.9,Connecticut,ISNE,ISO New England
2024-01-01 00:00:00,ZONA,1703.0,West,NYIS,New York Independent System Operator
2024-01-01 00:00:00,ZOND,755.0,North,NYIS,New York Independent System Operator
2024-01-01 00:00:00,WEST,1242.7363,West,ERCO,"Electric Reliability Council of Texas, Inc."
2024-01-01 00:00:00,DOM,14595.0,Dominion Virginia Power zone,PJM,"PJM Interconnection, LLC"
2024-01-01 00:00:00,DUQ,1622.0,Duquesne Lighting Company zone,PJM,"PJM Interconnection, LLC"
2024-01-01 00:00:00,DEOK,3126.0,Duke Energy Ohio/Kentucky zone,PJM,"PJM Interconnection, LLC"
2024-01-01 00:00:00,DAY,2035.0,Dayton Power & Light zone,PJM,"PJM Interconnection, LLC"
2024-01-01 00:00:00,AEP,15780.0,American Electric Power zone,PJM,"PJM Interconnection, LLC"
2024-01-01 00:00:00,EKPC,1915.0,East Kentucky Power Cooperative zone,PJM,"PJM Interconnection, LLC"
2024-01-01 00:00:00,ATSI,7885.0,"American Transmission Systems, Inc. zone",PJM,"PJM Interconnection, LLC"
2024-01-01 00:00:00,4001,1324.8,Maine,ISNE,ISO New England
2024-01-01 00:00:00,ZONG,1194.0,Hudson Valley,NYIS,New York Independent System Operator
2024-01-01 00:00:00,0006,10611.0,Zone 6,MISO,"Midcontinent Independent System Operator, Inc."
2024-01-01 00:00:00,ZONI,657.0,Dunwoodie,NYIS,New York Independent System Operator
2024-01-01 00:00:00,SCE,9808.22,Southern California Edison,CISO,California Independent System Operator
2024-01-01 00:00:00,SDGE,2122.0,San Diego Gas and Electric,CISO,California Independent System Operator
2024-01-01 00:00:00,VEA,69.99,Valley Electric Association,CISO,California Independent System Operator
2024-01-01 00:00:00,4005,1033.2,Rhode Island,ISNE,ISO New England
2024-01-01 00:00:00,FWES,4748.9517,Far West,ERCO,"Electric Reliability Council of Texas, Inc."
2024-01-01 00:00:00,NRTH,1111.6609,North,ERCO,"Electric Reliability Council of Texas, Inc."
2024-01-01 00:00:00,4003,673.9,Vermont,ISNE,ISO New England
2024-01-01 00:00:00,ZONB,1142.0,Genesee,NYIS,New York Independent System Operator
2024-01-01 00:00:00,NCEN,11922.0508,North Central,ERCO,"Electric Reliability Council of Texas, Inc."
2024-01-01 00:00:00,4006,1886.7,Southeast Mass.,ISNE,ISO New England
2024-01-01 00:00:00,EAST,1727.1465,East,ERCO,"Electric Reliability Council of Texas, Inc."
2024-01-01 00:00:00,CE,10897.0,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC"
2024-01-01 00:00:00,ZONC,1842.0,Central,NYIS,New York Independent System Operator
2024-01-01 00:00:00,4007,2094.5,Western/Central Mass.,ISNE,ISO New England
2024-01-01 00:00:00,SCEN,7068.6646,South Central,ERCO,"Electric Reliability Council of Texas, Inc."
2024-01-01 00:00:00,ZONF,1428.0,Capital,NYIS,New York Independent System Operator
2024-01-01 00:00:00,COAS,11447.5605,Coast,ERCO,"Electric Reliability Council of Texas, Inc."
2024-01-01 01:00:00,4002,1420.7,New Hampshire,ISNE,ISO New England
2024-01-01 01:00:00,ZONA,1670.0,West,NYIS,New York Independent System Operator
